first_word	n_prompts_HP	mean_log_prob_HP	n_prompts_LP	mean_log_prob_LP	n_prompts_HN-D	mean_log_prob_HN-D	n_prompts_HN-S	mean_log_prob_HN-S	n_prompts_LN	mean_log_prob_LN	n_prompts_NB	mean_log_prob_NB	softmax_HP	softmax_LP	softmax_HN-D	softmax_HN-S	softmax_LN	softmax_NB	predicted_quadrant	max_softmax	n_face_tokens	is_claude	total_emit_count	empirical_majority_quadrant	total_emit_HP	total_emit_LP	total_emit_HN-D	total_emit_HN-S	total_emit_LN	total_emit_NB	argmax_matches_empirical
(´・‿・`)	20	-27.337751483917238	20	-26.64704465866089	20	-27.669182872772218	20	-27.66725311279297	20	-27.232583045959473	20	-28.18790626525879	0.16748877816726437	0.33416108871907463	0.12023942509843427	0.12047168235722182	0.18606290044158053	0.07157612521642434	LP	0.33416108871907463	9	False	1.0	LP	0.0	1.0	0.0	0.0	0.0	0.0	True
(´・・)	20	-26.97950372695923	20	-27.24636240005493	20	-28.060054111480714	20	-27.440006923675536	20	-27.221923637390137	20	-28.152564239501952	0.26107607897941537	0.19992717637071916	0.08861148446116475	0.16473014636514552	0.20487334209578761	0.08078177172776756	HP	0.26107607897941537	7	False	1.0	LN	0.0	0.0	0.0	0.0	1.0	0.0	False
(´・︵・`)	20	-34.24553050994873	20	-34.669987201690674	20	-35.28998117446899	20	-34.15379886627197	20	-34.13905982971191	20	-35.11790714263916	0.21587160837884564	0.14120703313542549	0.07596199586285779	0.23661053305935137	0.2401237716316245	0.09022505793189514	LN	0.2401237716316245	9	True	1.0	LN	0.0	0.0	0.0	0.0	1.0	0.0	True
(´・︿・`)	20	-41.36345748901367	20	-42.10721302032471	20	-42.66753025054932	20	-42.23252201080322	20	-41.90174884796143	20	-43.247710418701175	0.3446159984610897	0.1638047578800007	0.09353708490511224	0.1445125315620554	0.20116780092344516	0.05236182626829691	HP	0.3446159984610897	9	True	1.0	HN-D	0.0	0.0	1.0	0.0	0.0	0.0	False
(´ー`)	20	-23.821278858184815	20	-23.777434158325196	20	-24.88224115371704	20	-24.61643695831299	20	-24.033576488494873	20	-24.808276653289795	0.24851695132834664	0.2596555013616152	0.08601732782361257	0.11220785030210972	0.20098161324887642	0.09262075593543943	LP	0.2596555013616152	7	False	0.0		0.0	0.0	0.0	0.0	0.0	0.0	
(´艸`)	20	-26.137546443939208	20	-26.374935913085938	20	-27.73310966491699	20	-27.459569358825682	20	-26.776016521453858	20	-27.842237091064455	0.33692697632443247	0.26572893563994227	0.06832686301691895	0.08982320095994309	0.17793105466082665	0.061262969397936455	HP	0.33692697632443247	7	False	24.0	LN	0.0	2.0	8.0	5.0	9.0	0.0	False
(´꒳`)	20	-43.07357063293457	20	-43.317233657836915	20	-44.57413654327392	20	-43.56336574554443	20	-43.68049354553223	20	-44.81211051940918	0.29937342982791665	0.23463443293785183	0.06676144965471327	0.18344164586008974	0.16316611800623212	0.05262292371319624	HP	0.29937342982791665	7	False	0.0		0.0	0.0	0.0	0.0	0.0	0.0	
(´︶`)	20	-33.55403299331665	20	-33.19482164382934	20	-34.69861698150635	20	-34.105389785766604	20	-33.84560928344727	20	-34.761312103271486	0.2286854787522439	0.3275232201413932	0.07280346979455965	0.1317611497362387	0.17084749460183804	0.06837918697372655	LP	0.3275232201413932	7	True	2.0	HP	1.0	0.0	0.0	0.0	1.0	0.0	False
(´｡_｡`)	20	-38.698716163635254	20	-39.14164142608642	20	-40.30621910095215	20	-39.1714111328125	20	-39.384158515930174	20	-40.50015144348144	0.31900044718571835	0.20484779545219983	0.06392366053762685	0.19883941426122193	0.16073389192219187	0.05265479064104118	HP	0.31900044718571835	9	True	2.0	LN	0.0	0.0	0.0	0.0	2.0	0.0	False
(´｡・ω・｡`)	20	-33.77726593017578	20	-34.21930694580078	20	-35.348694229125975	20	-34.89080677032471	20	-34.68784732818604	20	-35.4647253036499	0.3615139734115788	0.23235344430518884	0.07510389306751944	0.11871905917832364	0.14543355226214819	0.06687607777524111	HP	0.3615139734115788	11	True	7.0	LP	0.0	3.0	0.0	0.0	3.0	1.0	False
(´｡・‿・｡`)	20	-38.658693885803224	20	-37.421758842468265	20	-39.07327308654785	20	-38.609422302246095	20	-38.40323944091797	20	-39.1227310180664	0.12382443249381624	0.4265799215327412	0.08180067493291332	0.13007826124403665	0.1598633104183976	0.07785339937809507	LP	0.4265799215327412	11	True	36.0	LP	0.0	22.0	0.0	0.0	11.0	3.0	True
(´｡・ﻌ・｡`)	20	-47.97861118316651	20	-47.476517868041995	20	-48.81216297149658	20	-48.31855030059815	20	-48.320888710021975	20	-48.96941795349121	0.20492133999240386	0.3385661564460495	0.08903899410766054	0.1458658087220766	0.14552511323835954	0.07608258749344998	LP	0.3385661564460495	11	False	1.0	LN	0.0	0.0	0.0	0.0	1.0	0.0	False
(´ｰ`)	20	-23.821278858184815	20	-23.777434158325196	20	-24.88224115371704	20	-24.61643695831299	20	-24.033576488494873	20	-24.808276653289795	0.24851695132834664	0.2596555013616152	0.08601732782361257	0.11220785030210972	0.20098161324887642	0.09262075593543943	LP	0.2596555013616152	7	False	0.0		0.0	0.0	0.0	0.0	0.0	0.0	
(ò_ó)	20	-29.41281385421753	20	-31.951472568511964	20	-30.375054359436035	20	-30.587726211547853	20	-30.241719818115236	20	-32.71655397415161	0.445806362844925	0.03520633293769364	0.1703140675026062	0.1376855327110772	0.19460633629260748	0.01638136771109051	HP	0.445806362844925	6	False	3.0	HN-D	0.0	0.0	2.0	1.0	0.0	0.0	False
(ò皿ó)	20	-36.935371780395506	20	-39.41570339202881	20	-37.855757331848146	20	-37.6166633605957	20	-37.87293472290039	20	-39.99109363555908	0.412079932778618	0.03449746111628282	0.16415839595044956	0.20849723128250813	0.16136266342682654	0.01940431544531514	HP	0.412079932778618	6	False	1.0	HN-D	0.0	0.0	1.0	0.0	0.0	0.0	False
(˃˂)	20	-22.4194655418396	20	-22.72354049682617	20	-23.90347900390625	20	-22.569361209869385	20	-23.421677017211913	20	-23.704048061370848	0.2882540398067436	0.21267543388794904	0.06535465778171197	0.2481284376767676	0.10580848329896603	0.0797789475478618	HP	0.2882540398067436	4	False	1.0	NB	0.0	0.0	0.0	0.0	0.0	1.0	False
(˃᷄⁺˂	20	-43.0478422164917	20	-44.08169803619385	20	-45.07652759552002	20	-43.66956462860107	20	-44.65177402496338	20	-44.251869201660156	0.39600070570755924	0.14083094137150523	0.052077376088945686	0.21265977351942755	0.07963742812148694	0.11879377519107549	HP	0.39600070570755924	5	False	1.0	HP	1.0	0.0	0.0	0.0	0.0	0.0	True
(˃‿˂)	20	-39.770799446105954	20	-40.71826286315918	20	-41.0680736541748	20	-40.46378993988037	20	-40.67352714538574	20	-41.34708442687988	0.360583703414639	0.13980669237555493	0.09853875363378424	0.1803201032712861	0.14620305125237062	0.07454769605236503	HP	0.360583703414639	6	False	1.0	HP	1.0	0.0	0.0	0.0	0.0	0.0	True
(˃⌑˂)	20	-22.4194655418396	20	-22.72354049682617	20	-23.90347900390625	20	-22.569361209869385	20	-23.421677017211913	20	-23.704048061370848	0.2882540398067436	0.21267543388794904	0.06535465778171197	0.2481284376767676	0.10580848329896603	0.0797789475478618	HP	0.2882540398067436	4	False	7.0	LN	2.0	0.0	2.0	0.0	3.0	0.0	False
(˃⌑˂ഈ)	20	-22.4194655418396	20	-22.72354049682617	20	-23.90347900390625	20	-22.569361209869385	20	-23.421677017211913	20	-23.704048061370848	0.2882540398067436	0.21267543388794904	0.06535465778171197	0.2481284376767676	0.10580848329896603	0.0797789475478618	HP	0.2882540398067436	4	False	1.0	HN-D	0.0	0.0	1.0	0.0	0.0	0.0	False
(˃▿˂)	20	-22.41854257583618	20	-22.72354049682617	20	-23.90347900390625	20	-22.569361209869385	20	-23.421677017211913	20	-23.711167812347412	0.28860674065337055	0.2127392168290834	0.0653742581286535	0.24820285323687608	0.10584021604843499	0.07923671510358142	HP	0.28860674065337055	4	False	1.0	HP	1.0	0.0	0.0	0.0	0.0	0.0	True
(ˆᴥˆ)	20	-45.58460578918457	20	-46.60695915222168	20	-46.87354030609131	20	-47.119804573059085	20	-46.7854362487793	20	-47.616468238830564	0.4380662469432492	0.15759316144427601	0.12071539055198822	0.09436510588738203	0.13183349015366744	0.057426605019437124	HP	0.4380662469432492	6	False	1.0	NB	0.0	0.0	0.0	0.0	0.0	1.0	False
(ˆ‿ˆ)	20	-28.084124946594237	20	-28.077002429962157	20	-28.581298542022704	20	-28.971271324157716	20	-28.592495346069335	20	-29.560620403289796	0.25925969266448046	0.2611128659318999	0.15769403027543108	0.1067707332971578	0.15593820925473928	0.05922446857629154	LP	0.2611128659318999	6	False	1.0	LN	0.0	0.0	0.0	0.0	1.0	0.0	False
(ˆ‿ˆс)	20	-44.33342266082764	20	-43.98753681182861	20	-44.604122161865234	20	-45.16491432189942	20	-44.6896915435791	20	-45.93274040222168	0.22154258252082523	0.3130931237165174	0.16900280562461426	0.0964594927605727	0.15514279244239085	0.0447592029350796	LP	0.3130931237165174	7	False	1.0	HP	1.0	0.0	0.0	0.0	0.0	0.0	False
(ˆ‿ˆԅ)	20	-49.671550559997556	20	-49.48453960418701	20	-50.4986291885376	20	-50.19051666259766	20	-50.32010765075684	20	-50.89954681396485	0.24668337448717126	0.29741146541574137	0.10788080940856476	0.1468100430582361	0.1289659658438491	0.07224834178643755	LP	0.29741146541574137	7	False	3.0	HP	3.0	0.0	0.0	0.0	0.0	0.0	False
(ˆ⌒ˆ)	20	-45.58460578918457	20	-46.60695915222168	20	-46.87354030609131	20	-47.119804573059085	20	-46.7854362487793	20	-47.616468238830564	0.4380662469432492	0.15759316144427601	0.12071539055198822	0.09436510588738203	0.13183349015366744	0.057426605019437124	HP	0.4380662469432492	6	False	1.0	NB	0.0	0.0	0.0	0.0	0.0	1.0	False
(ˊᗜˋ)	20	-45.088741874694826	20	-44.21546516418457	20	-45.301262092590335	20	-45.57333812713623	20	-44.84460868835449	20	-45.77151260375977	0.15149301815898597	0.362787132219249	0.12248876619301066	0.09331149329302704	0.1933830090961263	0.076536581039601	LP	0.362787132219249	6	False	0.0		0.0	0.0	0.0	0.0	0.0	0.0	
(ˊᗜˋ*)و	20	-59.747970771789554	20	-61.150764846801756	20	-61.905500984191896	20	-62.5571964263916	20	-61.56213226318359	20	-62.53877296447754	0.6074901166839902	0.1493872355909656	0.07023211561764131	0.0366022696817584	0.09900540205473847	0.03728286037090604	HP	0.6074901166839902	8										
(˘³˘)	20	-26.46784439086914	20	-28.042825126647948	20	-28.80136489868164	20	-28.50707197189331	20	-27.350693702697754	20	-29.402545833587645	0.5260821320455825	0.10890507261523898	0.05100567174918826	0.06845863978146884	0.217589015461814	0.027959468346707397	HP	0.5260821320455825	8	True	58.0	LP	0.0	26.0	5.0	3.0	13.0	11.0	False
(˘̩╭╭˘̩)	20	-46.42691440582276	20	-45.84064064025879	20	-46.85169219970703	20	-46.15280990600586	20	-45.9499626159668	20	-47.24304485321045	0.14663098106711678	0.2635367595795545	0.09588420867620417	0.19287139073821405	0.23624535093287818	0.0648313090060322	LP	0.2635367595795545	8	False	1.0	LN	0.0	0.0	0.0	0.0	1.0	0.0	False
(˘̩╭╮˘̩)	20	-46.42691440582276	20	-45.84064064025879	20	-46.85169219970703	20	-46.15280990600586	20	-45.9499626159668	20	-47.24304485321045	0.14663098106711678	0.2635367595795545	0.09588420867620417	0.19287139073821405	0.23624535093287818	0.0648313090060322	LP	0.2635367595795545	8	False	14.0	LN	3.0	0.0	0.0	2.0	9.0	0.0	False
(˘̩╭╯˘̩)	20	-46.42691440582276	20	-45.84064064025879	20	-46.85169219970703	20	-46.15280990600586	20	-45.9499626159668	20	-47.24304485321045	0.14663098106711678	0.2635367595795545	0.09588420867620417	0.19287139073821405	0.23624535093287818	0.0648313090060322	LP	0.2635367595795545	8	False	2.0	HN-S	0.0	0.0	0.0	2.0	0.0	0.0	False
(˘͈‿˘͈)	20	-23.48184471130371	20	-23.240950107574463	20	-24.806130504608156	20	-23.97071647644043	20	-23.31067523956299	20	-24.274119186401368	0.20871583503451413	0.2655672992053095	0.05551692296301022	0.1280091723958041	0.24768137888062924	0.09450939152073273	LP	0.2655672992053095	8	False	0.0		0.0	0.0	0.0	0.0	0.0	0.0	
(˘ω˘)	20	-21.18322172164917	20	-22.00616397857666	20	-23.286151027679445	20	-22.347698974609376	20	-21.698009967803955	20	-23.192408084869385	0.38387029735504574	0.1685719179173039	0.0468698879931158	0.11980045399318852	0.2294113045087816	0.05147613823256453	HP	0.38387029735504574	8	True	30.0	LP	0.0	28.0	0.0	0.0	0.0	2.0	False
(˘ڡ˘)	20	-46.42691440582276	20	-45.84064064025879	20	-46.85169219970703	20	-46.15280990600586	20	-45.9499626159668	20	-47.24304485321045	0.14663098106711678	0.2635367595795545	0.09588420867620417	0.19287139073821405	0.23624535093287818	0.0648313090060322	LP	0.2635367595795545	8	False	12.0	LP	0.0	11.0	0.0	0.0	0.0	1.0	True
(˘‿˘)	20	-23.48713083267212	20	-23.240950107574463	20	-24.806130504608156	20	-23.97071647644043	20	-23.31067523956299	20	-24.294039249420166	0.20823273222086913	0.26635688545928254	0.05568198620447726	0.12838977001911334	0.2484177866112288	0.09292083948502883	LP	0.26635688545928254	8	False	13.0	LP	0.0	13.0	0.0	0.0	0.0	0.0	True
(˘▽˘)	20	-27.931080913543703	20	-28.162106132507326	20	-29.85484552383423	20	-29.029273509979248	20	-28.3007869720459	20	-29.50935306549072	0.31540592485200825	0.2503438168851641	0.046066953506095215	0.10517944201690242	0.21792574838895448	0.06507811435087557	HP	0.31540592485200825	8	False	23.0	HP	15.0	7.0	0.0	0.0	0.0	1.0	True
(˘・_・˘)	20	-31.67501096725464	20	-32.42845621109009	20	-33.61653232574463	20	-32.601369571685794	20	-32.10908918380737	20	-33.59645500183105	0.35657266298320434	0.1678537053394704	0.05116300354439137	0.14120029833187103	0.23100972882657217	0.052200600974490724	HP	0.35657266298320434	10	False	1.0	LP	0.0	1.0	0.0	0.0	0.0	0.0	False
(˘・ω・˘)	20	-28.05467071533203	20	-29.56294536590576	20	-30.612639045715333	20	-29.52310962677002	20	-29.150360298156738	20	-30.514298820495604	0.5131326462554345	0.11355186931191226	0.03974825938411828	0.11816659726787966	0.17154485860636404	0.043855769174291216	HP	0.5131326462554345	10	False	1.0	LN	0.0	0.0	0.0	0.0	1.0	0.0	False
(˘︶˘)	20	-25.64355335235596	20	-25.8293568611145	20	-27.533631992340087	20	-27.262122917175294	20	-26.3150297164917	20	-26.720637702941893	0.3299002327832918	0.2739612779616652	0.04983470574754355	0.06538028229422999	0.16856373368249283	0.1123597675307766	HP	0.3299002327832918	8	False	1.0	LP	0.0	1.0	0.0	0.0	0.0	0.0	False
(˙▂˙)	20	-45.36886157989502	20	-46.45616474151611	20	-45.60140438079834	20	-45.83274745941162	20	-46.10316543579101	20	-47.262394714355466	0.2950850091167767	0.09948036815318931	0.23385954039770432	0.18555987417648864	0.14159340784789126	0.04442180030794952	HP	0.2950850091167767	8	False	1.0	LP	0.0	1.0	0.0	0.0	0.0	0.0	False
(˙▿˙)	20	-45.36062660217285	20	-46.45616474151611	20	-45.60140438079834	20	-45.83274745941162	20	-46.10316543579101	20	-47.24529190063477	0.2965741480665009	0.09916242136398155	0.23311210759889775	0.18496681076814508	0.1411408645950467	0.04504364760742799	HP	0.2965741480665009	8	False	3.0	NB	0.0	0.0	0.0	0.0	0.0	3.0	False
(˙◁˙)	20	-45.36062660217285	20	-46.45616474151611	20	-45.60140438079834	20	-45.83274745941162	20	-46.10316543579101	20	-47.24529190063477	0.2965741480665009	0.09916242136398155	0.23311210759889775	0.18496681076814508	0.1411408645950467	0.04504364760742799	HP	0.2965741480665009	8	False	0.0		0.0	0.0	0.0	0.0	0.0	0.0	
(˙꒳˙)	20	-45.36886157989502	20	-46.45616474151611	20	-45.60140438079834	20	-45.83274745941162	20	-46.10316543579101	20	-47.262394714355466	0.2950850091167767	0.09948036815318931	0.23385954039770432	0.18555987417648864	0.14159340784789126	0.04442180030794952	HP	0.2950850091167767	8	False	52.0	NB	0.0	0.0	0.0	0.0	0.0	52.0	False
(˜︵˜;)	20	-38.15942211151123	20	-38.632791137695314	20	-38.931831741333006	20	-38.41753578186035	20	-38.35696640014648	20	-39.70219459533691	0.2569480258178524	0.1600529669818078	0.11868396457481734	0.1984942554524298	0.21088849659425896	0.054932290578833705	HP	0.2569480258178524	9	False	1.0	LN	0.0	0.0	0.0	0.0	1.0	0.0	False
(˵・̀‿-˵)	20	-63.19595584869385	20	-64.4017707824707	20	-64.18494873046875	20	-63.770730590820314	20	-64.34107704162598	20	-65.33095264434814	0.374439146686618	0.11212500487066665	0.139273052937084	0.2107461978065088	0.11914105230426018	0.04427554539486244	HP	0.374439146686618	9	False	0.0		0.0	0.0	0.0	0.0	0.0	0.0	
(˶˃‿˂˶)	20	-39.770799446105954	20	-40.71826286315918	20	-41.0680736541748	20	-40.46378993988037	20	-40.67352714538574	20	-41.34708442687988	0.360583703414639	0.13980669237555493	0.09853875363378424	0.1803201032712861	0.14620305125237062	0.07454769605236503	HP	0.360583703414639	6	False	0.0		0.0	0.0	0.0	0.0	0.0	0.0	
(˶˃‿˂˶;)	20	-48.165207099914554	20	-49.78909912109375	20	-49.981595802307126	20	-49.29451141357422	20	-49.54341411590576	20	-50.31870670318604	0.4875415527244318	0.09610905170162018	0.07928007378981457	0.1576017386653754	0.12287511411465035	0.05659246900410782	HP	0.4875415527244318	7	False	0.0		0.0	0.0	0.0	0.0	0.0	0.0	
(˶ˆᗜˆ˵)	20	-59.11613731384277	20	-62.24388675689697	20	-60.99099349975586	20	-60.992157554626466	20	-60.82573471069336	20	-61.52662696838379	0.6168643840601592	0.02702871333433206	0.09461282284372274	0.094502752402915	0.11161459310246506	0.05537673425640592	HP	0.6168643840601592	8	False	0.0		0.0	0.0	0.0	0.0	0.0	0.0	
(˶ˆ‿ˆ˵)	20	-52.238241004943845	20	-54.20802307128906	20	-53.37211513519287	20	-53.18175277709961	20	-53.414676666259766	20	-54.329537582397464	0.4381290172019337	0.061113412573742344	0.14098299729897834	0.17054542007829335	0.13510844678925843	0.05412070605779385	HP	0.4381290172019337	8	False	1.0	LP	0.0	1.0	0.0	0.0	0.0	0.0	False
(˶ˆ☁ˆ˵)	20	-59.12406272888184	20	-62.24388675689697	20	-60.99099349975586	20	-60.992157554626466	20	-60.82573471069336	20	-61.545057106018064	0.615615132564854	0.027188605102245092	0.09517251694845504	0.09506179537205096	0.1122748633267742	0.054687086685620764	HP	0.615615132564854	8	False	4.0	LP	0.0	4.0	0.0	0.0	0.0	0.0	False
(˶ˆ꒳ˆ˵)	20	-59.11613731384277	20	-62.24388675689697	20	-60.99099349975586	20	-60.992157554626466	20	-60.82573471069336	20	-61.52662696838379	0.6168643840601592	0.02702871333433206	0.09461282284372274	0.094502752402915	0.11161459310246506	0.05537673425640592	HP	0.6168643840601592	8	False	1.0	LP	0.0	1.0	0.0	0.0	0.0	0.0	False
(˶ᵔ‿ᵔ˶)	20	-39.770799446105954	20	-40.71826286315918	20	-41.0680736541748	20	-40.46378993988037	20	-40.67352714538574	20	-41.34708442687988	0.360583703414639	0.13980669237555493	0.09853875363378424	0.1803201032712861	0.14620305125237062	0.07454769605236503	HP	0.360583703414639	6	False	5.0	LP	0.0	5.0	0.0	0.0	0.0	0.0	False
(˶‾᷄⁻̫‾�	20	-75.86820602416992	20	-77.35002899169922	20	-78.04553527832032	20	-76.62304916381837	20	-77.8008934020996	20	-77.72162094116212	0.4734599513772249	0.10758103327750261	0.053663768669650835	0.22256611185765537	0.06853742532188596	0.0741917094960803	HP	0.4734599513772249	10	False	2.0	LP	0.0	1.0	0.0	0.0	0.0	1.0	False
(˶‾᷄ꇴ‾᷅	20	-47.84684524536133	20	-49.48420810699463	20	-50.051835441589354	20	-48.483003807067874	20	-49.556366539001466	20	-49.968936347961424	0.4684281655666692	0.09110565707176077	0.0516449576340481	0.2479492776518932	0.08476319842095825	0.05610874365467022	HP	0.4684281655666692	9	False	2.0	LP	0.0	1.0	0.0	0.0	0.0	1.0	False
(˶‿☁‿˶)	20	-50.47511940002441	20	-51.16000690460205	20	-51.781364822387694	20	-50.95864734649658	20	-51.10041732788086	20	-51.731787300109865	0.3114014424266486	0.15699208450028695	0.08433841617525735	0.19201143834890547	0.16663152934588113	0.08862508920302056	HP	0.3114014424266486	8	False	1.0	LP	0.0	1.0	0.0	0.0	0.0	0.0	False
(˶◕‿◕˶)	20	-39.7736312866211	20	-40.71826286315918	20	-41.0680736541748	20	-40.46378993988037	20	-40.67352714538574	20	-41.3491304397583	0.35998595051544574	0.13997074378463772	0.09865438058345459	0.1805316937647379	0.14637460825127113	0.074482623100453	HP	0.35998595051544574	6	False	0.0		0.0	0.0	0.0	0.0	0.0	0.0	
(˶・̀ω・́˵)	20	-66.42259674072265	20	-68.3465576171875	20	-67.36472396850586	20	-66.74795379638672	20	-67.69501876831055	20	-68.8030014038086	0.3801182933737569	0.05550769313350361	0.14816926087436397	0.27454781822576374	0.10649100005377223	0.035165934338839556	HP	0.3801182933737569	10	False	1.0	NB	0.0	0.0	0.0	0.0	0.0	1.0	False
(̄³̄)	20	-38.90239944458008	20	-37.12769260406494	20	-38.83749485015869	20	-38.106625938415526	20	-38.89280204772949	20	-39.344084930419925	0.0844997192462143	0.4984259597750055	0.09016603519839994	0.1872644367066265	0.08531460070105114	0.05432924837270257	LP	0.4984259597750055	5	False	1.0	HN-S	0.0	0.0	0.0	1.0	0.0	0.0	False
(̄▽̄)	20	-45.17953662872314	20	-44.35718040466308	20	-46.332397842407225	20	-45.617940711975095	20	-46.01117706298828	20	-45.517364501953125	0.1856904785002839	0.42260478063217327	0.05862844449789979	0.11978244154828163	0.08083748322204118	0.13245637159932	LP	0.42260478063217327	6	False	0.0		0.0	0.0	0.0	0.0	0.0	0.0	
(̑‿̑)	20	-39.77152786254883	20	-40.71826286315918	20	-41.0680736541748	20	-40.46378993988037	20	-40.665921211242676	20	-41.33892822265625	0.3597943318042869	0.1396022862079313	0.09839468378526381	0.18005646395167343	0.14710391163972997	0.07504832261111459	HP	0.3597943318042869	6	False	1.0	LN	0.0	0.0	0.0	0.0	1.0	0.0	False
(̒‿̒)	20	-39.77152786254883	20	-40.71826286315918	20	-41.0680736541748	20	-40.46378993988037	20	-40.665921211242676	20	-41.33892822265625	0.3597943318042869	0.1396022862079313	0.09839468378526381	0.18005646395167343	0.14710391163972997	0.07504832261111459	HP	0.3597943318042869	6	False	1.0	HN-S	0.0	0.0	0.0	1.0	0.0	0.0	False
(̛̠̠)	20	-46.92700328826904	20	-46.72627353668213	20	-48.50136127471924	20	-46.6223762512207	20	-47.69710807800293	20	-48.60218124389648	0.22543881177977998	0.2755525980967288	0.046697507516584275	0.30572188450622234	0.10437017846230807	0.04221901963837656	HN-S	0.30572188450622234	6	False	1.0	HN-D	0.0	0.0	1.0	0.0	0.0	0.0	False
(̥̯̥)	20	-33.17923650741577	20	-34.04948902130127	20	-33.869894409179686	20	-33.44422569274902	20	-33.734694480895996	20	-35.415890312194826	0.2969182011953213	0.1243629330579369	0.14882911703482452	0.22779987417958253	0.1703744582970965	0.031715416235238374	HP	0.2969182011953213	6	False	1.0	LN	0.0	0.0	0.0	0.0	1.0	0.0	False
(͡°͜ʖ͡°)	20	-47.67432479858398	20	-49.328407287597656	20	-49.96626281738281	20	-50.03807315826416	20	-48.5739667892456	20	-51.335305786132814	0.5498047962609474	0.10515976974869093	0.0555689882600638	0.05171846837397644	0.22361399050768735	0.014133986848634088	HP	0.5498047962609474	9	False	1.0	HN-D	0.0	0.0	1.0	0.0	0.0	0.0	False
(҂‿_‿)	20	-52.06699275970459	20	-52.2654806137085	20	-52.51327648162842	20	-51.840027046203616	20	-52.24898338317871	20	-53.94285850524902	0.21269399658306826	0.17440263895702002	0.1361246180095071	0.26688562891329354	0.17730366313461712	0.03258945440249399	HN-S	0.26688562891329354	7	False	0.0		0.0	0.0	0.0	0.0	0.0	0.0	
(ू・‿・ू)	20	-33.17822237014771	20	-34.56937990188599	20	-34.729556274414065	20	-34.088140869140624	20	-33.47634878158569	20	-35.752655601501466	0.37289587794851164	0.09277170602632737	0.07904089121088434	0.15011185768560373	0.2767661211728061	0.028413545955866783	HP	0.37289587794851164	8	False	1.0	HP	1.0	0.0	0.0	0.0	0.0	0.0	True
(୧・̀‿-)	20	-55.239257621765134	20	-56.47764225006104	20	-56.16469764709473	20	-55.68985233306885	20	-56.34972305297852	20	-57.97323513031006	0.3679413989016113	0.1066485719831361	0.14583613932698533	0.23447031047061098	0.12120196085306441	0.023901618464591753	HP	0.3679413989016113	8	False	0.0		0.0	0.0	0.0	0.0	0.0	0.0	
(ಠ_ಠ)	20	-35.89130163192749	20	-36.950192832946776	20	-36.857039260864255	20	-36.16270084381104	20	-36.262483787536624	20	-37.67501010894775	0.2987048097003898	0.10360282794130589	0.11371760183916864	0.22770629422723354	0.20608190185468625	0.050186564437215794	HP	0.2987048097003898	6	False	5.0	HN-D	0.0	0.0	5.0	0.0	0.0	0.0	False
(ಠʖಠ)	20	-22.41854257583618	20	-22.72354049682617	20	-23.90347900390625	20	-22.569361209869385	20	-23.421677017211913	20	-23.711167812347412	0.28860674065337055	0.2127392168290834	0.0653742581286535	0.24820285323687608	0.10584021604843499	0.07923671510358142	HP	0.28860674065337055	4	False	2.0	HN-D	0.0	0.0	2.0	0.0	0.0	0.0	False
(ಠ‿ಠ)	20	-39.77152786254883	20	-40.71826286315918	20	-41.0680736541748	20	-40.46378993988037	20	-40.665921211242676	20	-41.33892822265625	0.3597943318042869	0.1396022862079313	0.09839468378526381	0.18005646395167343	0.14710391163972997	0.07504832261111459	HP	0.3597943318042869	6	False	0.0		0.0	0.0	0.0	0.0	0.0	0.0	
(ಠ益ಠ)	20	-46.84290771484375	20	-48.34873447418213	20	-48.87960376739502	20	-47.89531955718994	20	-48.48517208099365	20	-48.5637092590332	0.4821945819635004	0.10696706360150347	0.06290663713979476	0.1683316073621282	0.09332456498108907	0.08627554495198414	HP	0.4821945819635004	6	False	0.0		0.0	0.0	0.0	0.0	0.0	0.0	
(ಥ﹏ಥ)	20	-35.89130163192749	20	-36.950192832946776	20	-36.857039260864255	20	-36.16270084381104	20	-36.262483787536624	20	-37.67501010894775	0.2987048097003898	0.10360282794130589	0.11371760183916864	0.22770629422723354	0.20608190185468625	0.050186564437215794	HP	0.2987048097003898	6	False	24.0	LN	0.0	1.0	1.0	1.0	20.0	1.0	False
(ฅ́˘ฅ̀)	20	-63.7578628540039	20	-64.74290618896484	20	-64.9062931060791	20	-64.00676040649414	20	-64.81399745941162	20	-65.3764196395874	0.3315430898013563	0.1238058299145573	0.10514365241991297	0.25849083350896496	0.11530988772337177	0.06570670663183671	HP	0.3315430898013563	9	False	0.0		0.0	0.0	0.0	0.0	0.0	0.0	
(ง'̀-'́)	20	-57.05518264770508	20	-58.235796737670896	20	-57.58276481628418	20	-57.370984649658205	20	-57.4665189743042	20	-59.75229911804199	0.2979305156969912	0.09149151178026149	0.1757878942460686	0.21725206918937434	0.19745761701435113	0.02008039207295312	HP	0.2979305156969912	9	False	0.0		0.0	0.0	0.0	0.0	0.0	0.0	
(งᵒ̌皿ᵒ̌)	20	-53.38379020690918	20	-55.116156578063965	20	-55.02592315673828	20	-53.95516166687012	20	-54.03355197906494	20	-56.0914701461792	0.39618960584007423	0.0700722272632015	0.07668912786217266	0.22374822839381037	0.20687838884805093	0.026422421792690356	HP	0.39618960584007423	7	False	0.0		0.0	0.0	0.0	0.0	0.0	0.0	
