model	kind	n_prompts	rep	r2_face	r2_quad	face_gain
qwen	bootstrap	120	152	0.59246	0.62491	-0.03245
qwen	bootstrap	120	153	0.60033	0.62504	-0.02471
qwen	bootstrap	120	154	0.60488	0.62964	-0.02476
qwen	bootstrap	120	155	0.58389	0.59595	-0.01206
qwen	bootstrap	120	156	0.59953	0.63754	-0.03801
qwen	bootstrap	120	157	0.58913	0.61364	-0.02451
qwen	bootstrap	120	158	0.59728	0.62893	-0.03165
qwen	bootstrap	120	159	0.57701	0.60736	-0.03035
qwen	bootstrap	120	160	0.61445	0.63603	-0.02158
qwen	bootstrap	120	161	0.61733	0.64039	-0.02306
qwen	bootstrap	120	162	0.61365	0.62850	-0.01485
qwen	bootstrap	120	163	0.59541	0.62283	-0.02741
qwen	bootstrap	120	164	0.59701	0.61844	-0.02144
qwen	bootstrap	120	165	0.60244	0.62971	-0.02727
qwen	bootstrap	120	166	0.58879	0.60982	-0.02103
qwen	bootstrap	120	167	0.60718	0.61485	-0.00766
qwen	bootstrap	120	168	0.62437	0.64680	-0.02243
qwen	bootstrap	120	169	0.59949	0.62563	-0.02613
qwen	bootstrap	120	170	0.62149	0.62719	-0.00570
qwen	bootstrap	120	171	0.59172	0.61619	-0.02447
qwen	bootstrap	120	172	0.60645	0.62783	-0.02138
qwen	bootstrap	120	173	0.60521	0.61991	-0.01470
qwen	bootstrap	120	174	0.61093	0.63093	-0.02000
qwen	bootstrap	120	175	0.60564	0.61705	-0.01141
qwen	bootstrap	120	176	0.59902	0.62101	-0.02199
qwen	bootstrap	120	177	0.63287	0.66073	-0.02785
qwen	bootstrap	120	178	0.60300	0.62911	-0.02611
qwen	bootstrap	120	179	0.61290	0.62654	-0.01364
qwen	bootstrap	120	180	0.62015	0.63723	-0.01708
qwen	bootstrap	120	181	0.61725	0.64379	-0.02654
qwen	bootstrap	120	182	0.61070	0.63068	-0.01998
qwen	bootstrap	120	183	0.61854	0.63974	-0.02120
qwen	bootstrap	120	184	0.60578	0.62678	-0.02100
qwen	bootstrap	120	185	0.60443	0.62529	-0.02086
qwen	bootstrap	120	186	0.60868	0.63582	-0.02713
qwen	bootstrap	120	187	0.58447	0.61339	-0.02893
qwen	bootstrap	120	188	0.60771	0.63566	-0.02795
qwen	bootstrap	120	189	0.59257	0.60213	-0.00955
qwen	bootstrap	120	190	0.62471	0.62877	-0.00406
qwen	bootstrap	120	191	0.59993	0.62112	-0.02119
qwen	bootstrap	120	192	0.61329	0.63614	-0.02285
qwen	bootstrap	120	193	0.59494	0.63769	-0.04275
qwen	bootstrap	120	194	0.62250	0.62808	-0.00558
qwen	bootstrap	120	195	0.58134	0.59562	-0.01428
qwen	bootstrap	120	196	0.61201	0.63005	-0.01805
qwen	bootstrap	120	197	0.60493	0.60931	-0.00438
qwen	bootstrap	120	198	0.62134	0.66651	-0.04517
qwen	bootstrap	120	199	0.61743	0.62630	-0.00887
qwen	subsample	30	0			0.01239
qwen	subsample	30	1			-0.02177
qwen	subsample	30	2			-0.03135
qwen	subsample	30	3			-0.01215
qwen	subsample	30	4			-0.02309
qwen	subsample	30	5			-0.03294
qwen	subsample	30	6			0.03352
qwen	subsample	30	7			0.00311
qwen	subsample	30	8			-0.02023
qwen	subsample	30	9			0.00678
qwen	subsample	30	10			-0.02933
qwen	subsample	30	11			0.02272
qwen	subsample	30	12			-0.01187
qwen	subsample	30	13			0.00356
qwen	subsample	30	14			-0.04100
qwen	subsample	30	15			-0.00290
qwen	subsample	30	16			-0.01393
qwen	subsample	30	17			-0.04120
qwen	subsample	30	18			0.00055
qwen	subsample	30	19			-0.01179
qwen	subsample	30	20			0.01961
qwen	subsample	30	21			-0.05241
qwen	subsample	30	22			-0.00264
qwen	subsample	30	23			0.01100
qwen	subsample	30	24			0.00971
qwen	subsample	30	25			0.01602
qwen	subsample	30	26			-0.00485
qwen	subsample	30	27			0.00470
qwen	subsample	30	28			-0.04515
qwen	subsample	30	29			0.02083
qwen	subsample	30	30			-0.03769
qwen	subsample	30	31			0.00048
qwen	subsample	30	32			-0.01637
qwen	subsample	30	33			-0.00197
qwen	subsample	30	34			-0.01301
qwen	subsample	30	35			0.00333
qwen	subsample	30	36			-0.01574
qwen	subsample	30	37			-0.00925
qwen	subsample	30	38			-0.00953
qwen	subsample	30	39			0.00514
qwen	subsample	30	40			-0.00469
qwen	subsample	30	41			-0.01058
qwen	subsample	30	42			0.02261
qwen	subsample	30	43			-0.00109
qwen	subsample	30	44			0.02543
qwen	subsample	30	45			-0.04339
qwen	subsample	30	46			-0.02426
qwen	subsample	30	47			0.03036
qwen	subsample	30	48			-0.02545
qwen	subsample	30	49			0.01746
qwen	subsample	60	0			-0.01379
qwen	subsample	60	1			-0.03236
qwen	subsample	60	2			-0.03957
qwen	subsample	60	3			-0.02454
qwen	subsample	60	4			-0.00203
qwen	subsample	60	5			-0.00642
qwen	subsample	60	6			-0.00620
qwen	subsample	60	7			0.01065
qwen	subsample	60	8			-0.02039
qwen	subsample	60	9			-0.02832
qwen	subsample	60	10			-0.02797
qwen	subsample	60	11			-0.02136
qwen	subsample	60	12			-0.00450
qwen	subsample	60	13			-0.00155
qwen	subsample	60	14			-0.00576
qwen	subsample	60	15			0.00889
qwen	subsample	60	16			0.00120
qwen	subsample	60	17			-0.02958
qwen	subsample	60	18			-0.01880
qwen	subsample	60	19			-0.02436
qwen	subsample	60	20			-0.02741
qwen	subsample	60	21			-0.01181
qwen	subsample	60	22			-0.01289
qwen	subsample	60	23			-0.01912
qwen	subsample	60	24			-0.01650
qwen	subsample	60	25			-0.02731
qwen	subsample	60	26			-0.00085
qwen	subsample	60	27			-0.00987
qwen	subsample	60	28			-0.01728
qwen	subsample	60	29			-0.02532
qwen	subsample	60	30			0.01624
qwen	subsample	60	31			-0.02583
qwen	subsample	60	32			-0.01159
qwen	subsample	60	33			-0.01907
qwen	subsample	60	34			-0.01255
qwen	subsample	60	35			-0.00053
qwen	subsample	60	36			0.00569
qwen	subsample	60	37			-0.03124
qwen	subsample	60	38			-0.01766
qwen	subsample	60	39			-0.00129
qwen	subsample	60	40			-0.03202
qwen	subsample	60	41			-0.02032
qwen	subsample	60	42			-0.00692
qwen	subsample	60	43			-0.02637
qwen	subsample	60	44			-0.01206
qwen	subsample	60	45			-0.02845
qwen	subsample	60	46			-0.00658
qwen	subsample	60	47			-0.01869
qwen	subsample	60	48			0.00321
qwen	subsample	60	49			-0.02384
qwen	subsample	90	0			-0.03565
qwen	subsample	90	1			-0.01935
qwen	subsample	90	2			-0.02558
qwen	subsample	90	3			-0.02864
qwen	subsample	90	4			-0.03177
qwen	subsample	90	5			-0.03519
qwen	subsample	90	6			-0.02169
qwen	subsample	90	7			-0.02766
qwen	subsample	90	8			-0.03725
qwen	subsample	90	9			-0.04005
qwen	subsample	90	10			-0.02332
qwen	subsample	90	11			-0.02699
qwen	subsample	90	12			-0.02571
qwen	subsample	90	13			-0.02514
qwen	subsample	90	14			-0.03375
qwen	subsample	90	15			-0.02660
qwen	subsample	90	16			-0.02690
qwen	subsample	90	17			-0.02379
qwen	subsample	90	18			-0.02608
qwen	subsample	90	19			-0.01518
qwen	subsample	90	20			-0.02693
qwen	subsample	90	21			-0.03608
qwen	subsample	90	22			-0.03232
qwen	subsample	90	23			-0.03193
qwen	subsample	90	24			-0.03370
qwen	subsample	90	25			-0.03182
qwen	subsample	90	26			-0.02813
qwen	subsample	90	27			-0.03191
qwen	subsample	90	28			-0.03968
qwen	subsample	90	29			-0.02259
qwen	subsample	90	30			-0.02198
qwen	subsample	90	31			-0.02193
qwen	subsample	90	32			-0.03515
qwen	subsample	90	33			-0.03985
qwen	subsample	90	34			-0.03458
qwen	subsample	90	35			-0.01785
qwen	subsample	90	36			-0.03012
qwen	subsample	90	37			-0.02308
qwen	subsample	90	38			-0.03531
qwen	subsample	90	39			-0.02517
qwen	subsample	90	40			-0.02512
qwen	subsample	90	41			-0.04213
qwen	subsample	90	42			-0.04639
qwen	subsample	90	43			-0.03123
qwen	subsample	90	44			-0.03795
qwen	subsample	90	45			-0.02398
qwen	subsample	90	46			-0.02676
qwen	subsample	90	47			-0.02984
qwen	subsample	90	48			-0.03629
qwen	subsample	90	49			-0.03927
qwen	subsample	120	0			-0.03110
qwen	subsample	120	1			-0.00284
qwen	subsample	120	2			-0.00576
qwen	subsample	120	3			-0.02332
qwen	subsample	120	4			-0.02252
qwen	subsample	120	5			-0.01944
qwen	subsample	120	6			-0.03434
qwen	subsample	120	7			-0.01036
qwen	subsample	120	8			-0.03193
qwen	subsample	120	9			-0.03103
qwen	subsample	120	10			-0.02641
qwen	subsample	120	11			0.00022
qwen	subsample	120	12			-0.04230
qwen	subsample	120	13			-0.00236
qwen	subsample	120	14			-0.05512
qwen	subsample	120	15			-0.01250
qwen	subsample	120	16			-0.05611
qwen	subsample	120	17			-0.04251
qwen	subsample	120	18			-0.02642
qwen	subsample	120	19			-0.00533
qwen	subsample	120	20			-0.02145
qwen	subsample	120	21			-0.01919
qwen	subsample	120	22			-0.02038
qwen	subsample	120	23			-0.02242
qwen	subsample	120	24			-0.00487
qwen	subsample	120	25			0.00634
qwen	subsample	120	26			-0.01690
qwen	subsample	120	27			-0.01326
qwen	subsample	120	28			-0.01022
qwen	subsample	120	29			-0.02374
qwen	subsample	120	30			-0.03297
qwen	subsample	120	31			-0.02462
qwen	subsample	120	32			-0.02683
qwen	subsample	120	33			-0.00520
qwen	subsample	120	34			-0.01546
qwen	subsample	120	35			-0.03651
qwen	subsample	120	36			-0.03136
qwen	subsample	120	37			-0.01554
qwen	subsample	120	38			-0.03313
qwen	subsample	120	39			-0.01511
qwen	subsample	120	40			-0.02914
qwen	subsample	120	41			-0.02448
qwen	subsample	120	42			-0.03049
qwen	subsample	120	43			-0.00596
qwen	subsample	120	44			-0.01916
qwen	subsample	120	45			-0.03359
qwen	subsample	120	46			-0.02150
qwen	subsample	120	47			-0.02489
qwen	subsample	120	48			-0.02810
qwen	subsample	120	49			-0.01551
ministral	bootstrap	120	0	0.25874	0.40853	-0.14980
ministral	bootstrap	120	1	0.25984	0.46184	-0.20200
ministral	bootstrap	120	2	0.25774	0.45781	-0.20007
ministral	bootstrap	120	3	0.24818	0.39490	-0.14672
ministral	bootstrap	120	4	0.28346	0.42955	-0.14609
ministral	bootstrap	120	5	0.23815	0.41826	-0.18012
ministral	bootstrap	120	6	0.27146	0.43571	-0.16425
ministral	bootstrap	120	7	0.24952	0.35399	-0.10447
ministral	bootstrap	120	8	0.24169	0.36210	-0.12041
ministral	bootstrap	120	9	0.24238	0.43568	-0.19330
ministral	bootstrap	120	10	0.28033	0.46985	-0.18951
ministral	bootstrap	120	11	0.26597	0.46960	-0.20363
ministral	bootstrap	120	12	0.24575	0.42975	-0.18401
ministral	bootstrap	120	13	0.25426	0.44029	-0.18604
ministral	bootstrap	120	14	0.24139	0.39329	-0.15190
ministral	bootstrap	120	15	0.28026	0.39300	-0.11274
ministral	bootstrap	120	16	0.26281	0.39820	-0.13539
ministral	bootstrap	120	17	0.24598	0.42334	-0.17736
ministral	bootstrap	120	18	0.27190	0.40712	-0.13523
ministral	bootstrap	120	19	0.25662	0.41999	-0.16337
ministral	bootstrap	120	20	0.30295	0.40163	-0.09869
ministral	bootstrap	120	21	0.23224	0.40792	-0.17568
ministral	bootstrap	120	22	0.23207	0.39159	-0.15952
ministral	bootstrap	120	23	0.26110	0.42912	-0.16801
ministral	bootstrap	120	24	0.23991	0.41763	-0.17772
ministral	bootstrap	120	25	0.24783	0.42792	-0.18010
ministral	bootstrap	120	26	0.26702	0.42434	-0.15732
ministral	bootstrap	120	27	0.23192	0.41952	-0.18761
ministral	bootstrap	120	28	0.26174	0.40118	-0.13944
ministral	bootstrap	120	29	0.24108	0.41534	-0.17427
ministral	bootstrap	120	30	0.27010	0.40309	-0.13300
ministral	bootstrap	120	31	0.27509	0.39204	-0.11695
ministral	bootstrap	120	32	0.26628	0.40346	-0.13718
ministral	bootstrap	120	33	0.24065	0.37968	-0.13903
ministral	bootstrap	120	34	0.22958	0.42024	-0.19066
ministral	bootstrap	120	35	0.26444	0.39378	-0.12934
ministral	bootstrap	120	36	0.28383	0.42654	-0.14272
ministral	bootstrap	120	37	0.25726	0.39775	-0.14049
ministral	bootstrap	120	38	0.21647	0.41981	-0.20334
ministral	bootstrap	120	39	0.27045	0.46352	-0.19306
ministral	bootstrap	120	40	0.25676	0.42746	-0.17070
ministral	bootstrap	120	41	0.24460	0.41528	-0.17068
ministral	bootstrap	120	42	0.24688	0.42121	-0.17433
ministral	bootstrap	120	43	0.24846	0.41286	-0.16440
ministral	bootstrap	120	44	0.29044	0.42001	-0.12957
ministral	bootstrap	120	45	0.27385	0.39687	-0.12302
ministral	bootstrap	120	46	0.22651	0.40880	-0.18229
ministral	bootstrap	120	47	0.27527	0.37198	-0.09670
ministral	bootstrap	120	48	0.24261	0.41009	-0.16748
ministral	bootstrap	120	49	0.22124	0.41307	-0.19184
ministral	bootstrap	120	50	0.24372	0.40085	-0.15713
ministral	bootstrap	120	51	0.27891	0.40114	-0.12223
ministral	bootstrap	120	52	0.27230	0.39632	-0.12402
ministral	bootstrap	120	53	0.23781	0.39285	-0.15504
ministral	bootstrap	120	54	0.24852	0.41040	-0.16188
ministral	bootstrap	120	55	0.26404	0.38642	-0.12238
ministral	bootstrap	120	56	0.28407	0.45788	-0.17380
ministral	bootstrap	120	57	0.26225	0.42716	-0.16491
ministral	bootstrap	120	58	0.27053	0.42920	-0.15867
ministral	bootstrap	120	59	0.29845	0.44992	-0.15147
ministral	bootstrap	120	60	0.23448	0.39689	-0.16241
ministral	bootstrap	120	61	0.26429	0.39994	-0.13565
ministral	bootstrap	120	62	0.24570	0.39282	-0.14712
ministral	bootstrap	120	63	0.23990	0.38400	-0.14410
ministral	bootstrap	120	64	0.25106	0.43343	-0.18236
ministral	bootstrap	120	65	0.25770	0.38514	-0.12744
ministral	bootstrap	120	66	0.24605	0.39500	-0.14895
ministral	bootstrap	120	67	0.23701	0.40663	-0.16962
ministral	bootstrap	120	68	0.25134	0.39956	-0.14822
ministral	bootstrap	120	69	0.23221	0.39826	-0.16605
ministral	bootstrap	120	70	0.24814	0.38147	-0.13334
ministral	bootstrap	120	71	0.25691	0.36446	-0.10755
ministral	bootstrap	120	72	0.27195	0.43097	-0.15901
ministral	bootstrap	120	73	0.24216	0.36285	-0.12069
ministral	bootstrap	120	74	0.22529	0.41103	-0.18575
ministral	bootstrap	120	75	0.25592	0.41586	-0.15995
ministral	bootstrap	120	76	0.22538	0.36103	-0.13565
ministral	bootstrap	120	77	0.22755	0.40443	-0.17688
ministral	bootstrap	120	78	0.24417	0.41473	-0.17056
ministral	bootstrap	120	79	0.25918	0.41199	-0.15281
ministral	bootstrap	120	80	0.27887	0.39499	-0.11612
ministral	bootstrap	120	81	0.26628	0.43435	-0.16807
ministral	bootstrap	120	82	0.25003	0.41785	-0.16782
ministral	bootstrap	120	83	0.23661	0.37994	-0.14333
ministral	bootstrap	120	84	0.23334	0.41543	-0.18208
ministral	bootstrap	120	85	0.24398	0.40143	-0.15745
ministral	bootstrap	120	86	0.24695	0.40442	-0.15747
ministral	bootstrap	120	87	0.28221	0.40739	-0.12518
ministral	bootstrap	120	88	0.25823	0.40533	-0.14710
ministral	bootstrap	120	89	0.24367	0.40893	-0.16526
ministral	bootstrap	120	90	0.25386	0.41529	-0.16143
ministral	bootstrap	120	91	0.25252	0.41086	-0.15834
ministral	bootstrap	120	92	0.24873	0.40983	-0.16110
ministral	bootstrap	120	93	0.23937	0.42853	-0.18917
ministral	bootstrap	120	94	0.27143	0.40355	-0.13211
ministral	bootstrap	120	95	0.23961	0.37856	-0.13895
ministral	bootstrap	120	96	0.24969	0.41469	-0.16501
ministral	bootstrap	120	97	0.25055	0.38876	-0.13821
ministral	bootstrap	120	98	0.23219	0.42163	-0.18944
ministral	bootstrap	120	99	0.26304	0.40463	-0.14159
ministral	bootstrap	120	100	0.25902	0.44404	-0.18501
ministral	bootstrap	120	101	0.26099	0.44685	-0.18585
ministral	bootstrap	120	102	0.25107	0.39674	-0.14567
ministral	bootstrap	120	103	0.25065	0.41434	-0.16369
ministral	bootstrap	120	104	0.23162	0.38333	-0.15171
ministral	bootstrap	120	105	0.23584	0.39658	-0.16075
ministral	bootstrap	120	106	0.25400	0.40242	-0.14841
ministral	bootstrap	120	107	0.23732	0.40187	-0.16455
ministral	bootstrap	120	108	0.24895	0.39175	-0.14280
ministral	bootstrap	120	109	0.25792	0.39135	-0.13344
ministral	bootstrap	120	110	0.24086	0.36861	-0.12775
ministral	bootstrap	120	111	0.26331	0.41056	-0.14726
ministral	bootstrap	120	112	0.27118	0.39032	-0.11914
ministral	bootstrap	120	113	0.25928	0.38244	-0.12317
ministral	bootstrap	120	114	0.26033	0.40850	-0.14817
ministral	bootstrap	120	115	0.25985	0.42889	-0.16904
ministral	bootstrap	120	116	0.27823	0.44365	-0.16542
ministral	bootstrap	120	117	0.24279	0.41558	-0.17280
ministral	bootstrap	120	118	0.22631	0.38860	-0.16229
ministral	bootstrap	120	119	0.26358	0.42493	-0.16136
ministral	bootstrap	120	120	0.24091	0.38583	-0.14492
ministral	bootstrap	120	121	0.24991	0.42536	-0.17545
ministral	bootstrap	120	122	0.24943	0.39462	-0.14520
ministral	bootstrap	120	123	0.24809	0.41883	-0.17074
ministral	bootstrap	120	124	0.23105	0.38062	-0.14957
ministral	bootstrap	120	125	0.27427	0.39715	-0.12288
ministral	bootstrap	120	126	0.25436	0.41353	-0.15917
ministral	bootstrap	120	127	0.25419	0.39539	-0.14119
ministral	bootstrap	120	128	0.26720	0.42988	-0.16268
ministral	bootstrap	120	129	0.26407	0.42408	-0.16001
ministral	bootstrap	120	130	0.20789	0.39850	-0.19060
