first_word	n_prompts_HP	n_prompts_LP	n_prompts_HN-D	n_prompts_HN-S	n_prompts_LN	n_prompts_NB	mean_log_prob_HP	mean_log_prob_LP	mean_log_prob_HN-D	mean_log_prob_HN-S	mean_log_prob_LN	mean_log_prob_NB	softmax_HP	softmax_LP	softmax_HN-D	softmax_HN-S	softmax_LN	softmax_NB	predicted_quadrant	max_softmax	n_face_tokens	is_claude	total_emit_count	empirical_majority_quadrant	total_emit_HP	total_emit_LP	total_emit_HN-D	total_emit_HN-S	total_emit_LN	total_emit_NB	argmax_matches_empirical
(°□°;)	0	0	0	0	0	0	-3.912023005428146	-3.912023005428146	-2.995732273553991	-0.16251892949777494	-3.2188758248682006	-3.912023005428146	0.02	0.02	0.05	0.85	0.04	0.02	HN-S	0.85	1	True	2	HN-S	0	0	0	2	0	0	True
(°△°)	0	0	0	0	0	0	-2.995732273553991	-2.995732273553991	-2.3025850929940455	-0.2876820724517809	-3.2188758248682006	-4.605170185988091	0.05	0.05	0.1	0.75	0.04	0.01	HN-S	0.75	1	False	0		0	0	0	0	0	0	False
(°▽°)	0	0	0	0	0	0	-0.16251892949777494	-2.120263536200091	-4.605170185988091	-4.605170185988091	-4.605170185988091	-1000000000.0	0.85	0.12	0.01	0.01	0.01	0.0	HP	0.85	1	False	0		0	0	0	0	0	0	False
(°◇°)	0	0	0	0	0	0	-2.9444389791664403	-2.9444389791664403	-2.9444389791664403	-0.2363887780642304	-2.9444389791664403	-1000000000.0	0.052631578947368425	0.052631578947368425	0.052631578947368425	0.7894736842105263	0.052631578947368425	0.0	HN-S	0.7894736842105263	1	False	7	NB	0	3	0	0	0	4	False
(°〇°)	0	0	0	0	0	0	-2.995732273553991	-2.995732273553991	-2.3025850929940455	-0.2876820724517809	-3.2188758248682006	-4.605170185988091	0.05	0.05	0.1	0.75	0.04	0.01	HN-S	0.75	1	True	4	HP	4	0	0	0	0	0	False
(°ロ°)	0	0	0	0	0	0	-2.995732273553991	-2.995732273553991	-2.3025850929940455	-0.2876820724517809	-3.2188758248682006	-4.605170185988091	0.05	0.05	0.1	0.75	0.04	0.01	HN-S	0.75	1	False	3	HN-S	0	0	0	3	0	0	True
(°ヮ°)	0	0	0	0	0	0	-0.2876820724517809	-1.8971199848858813	-3.912023005428146	-3.912023005428146	-3.506557897319982	-3.506557897319982	0.75	0.15	0.02	0.02	0.03	0.03	HP	0.75	1	False	0		0	0	0	0	0	0	False
(°ー°ll)	0	0	0	0	0	0	-2.995732273553991	-2.3025850929940455	-2.3025850929940455	-1.8971199848858813	-1.6094379124341003	-0.916290731874155	0.05	0.1	0.1	0.15	0.2	0.4	NB	0.4	1	False	1	LN	0	0	0	0	1	0	False
(°ー°|||)	0	0	0	0	0	0	-2.995732273553991	-2.995732273553991	-2.3025850929940455	-0.35667494393873245	-2.5257286443082556	-3.912023005428146	0.05	0.05	0.1	0.7	0.08	0.02	HN-S	0.7	1	False	1	LN	0	0	0	0	1	0	False
(°ー°〃)	0	0	0	0	0	0	-2.995732273553991	-2.3025850929940455	-2.995732273553991	-2.3025850929940455	-1.8971199848858813	-0.5978370007556204	0.05	0.1	0.05	0.1	0.15	0.55	NB	0.55	1	False	4	LN	0	1	0	0	2	1	False
(´	0	0	0	0	0	0	-2.995732273553991	-2.3025850929940455	-2.995732273553991	-1.8971199848858813	-0.5108256237659907	-2.995732273553991	0.05	0.1	0.05	0.15	0.6	0.05	LN	0.6	1	False	0		0	0	0	0	0	0	False
(´-`)	0	0	0	0	0	0	-3.912023005428146	-2.5257286443082556	-3.912023005428146	-2.995732273553991	-0.2231435513142097	-3.506557897319982	0.02	0.08	0.02	0.05	0.8	0.03	LN	0.8	1	True	6	LN	0	0	0	0	6	0	True
(´-ω-`)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-2.995732273553991	-2.8134107167600364	-3.912023005428146	0.05	0.8	0.02	0.05	0.06	0.02	LP	0.8	1	True	3	LN	1	0	0	0	2	0	False
(´-﹏-`;)	0	0	0	0	0	0	-3.912023005428146	-2.995732273553991	-3.506557897319982	-2.3025850929940455	-0.2484613592984996	-3.912023005428146	0.02	0.05	0.03	0.1	0.78	0.02	LN	0.78	1	True	1	LN	0	0	0	0	1	0	True
(´;ω;`)	0	0	0	0	0	0	-3.912023005428146	-2.995732273553991	-3.506557897319982	-1.8971199848858813	-0.3285040669720361	-3.506557897319982	0.02	0.05	0.03	0.15	0.72	0.03	LN	0.72	1	True	13	LN	0	0	2	5	6	0	True
(´_ゝ`)	0	0	0	0	0	0	-2.995732273553991	-2.3025850929940455	-2.995732273553991	-2.995732273553991	-1.8971199848858813	-0.5108256237659907	0.05	0.1	0.05	0.05	0.15	0.6	NB	0.6	1	False	0		0	0	0	0	0	0	False
(´`;ω;´)	0	0	0	0	0	0	-3.912023005428146	-2.995732273553991	-3.506557897319982	-1.8971199848858813	-0.3285040669720361	-3.506557897319982	0.02	0.05	0.03	0.15	0.72	0.03	LN	0.72	1	False	1	HN-D	0	0	1	0	0	0	False
(´°̥̥̥̥̥̥	0	0	0	0	0	0	-3.912023005428146	-3.506557897319982	-2.995732273553991	-0.16251892949777494	-3.2188758248682006	-4.605170185988091	0.02	0.03	0.05	0.85	0.04	0.01	HN-S	0.85	1	True	1	HN-D	0	0	1	0	0	0	False
(´°ω°`)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-2.995732273553991	-2.995732273553991	-3.506557897319982	0.05	0.8	0.02	0.05	0.05	0.03	LP	0.8	1	False	0		0	0	0	0	0	0	False
(´·_·`)	0	0	0	0	0	0	-3.912023005428146	-2.995732273553991	-3.506557897319982	-2.5257286443082556	-0.2231435513142097	-3.912023005428146	0.02	0.05	0.03	0.08	0.8	0.02	LN	0.8	1	False	0		0	0	0	0	0	0	False
(´˘`)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-3.506557897319982	-2.5257286443082556	-3.912023005428146	0.05	0.8	0.02	0.03	0.08	0.02	LP	0.8	1	True	1	LP	0	1	0	0	0	0	True
(´ω`	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-2.995732273553991	-2.995732273553991	-3.506557897319982	0.05	0.8	0.02	0.05	0.05	0.03	LP	0.8	1	False	0		0	0	0	0	0	0	False
(´ω`)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-3.506557897319982	-2.5257286443082556	-3.912023005428146	0.05	0.8	0.02	0.03	0.08	0.02	LP	0.8	1	False	48	LN	4	5	9	11	17	2	False
(´д`)	0	0	0	0	0	0	-3.912023005428146	-3.506557897319982	-2.995732273553991	-0.16251892949777494	-3.2188758248682006	-4.605170185988091	0.02	0.03	0.05	0.85	0.04	0.01	HN-S	0.85	1	False	1	HN-S	0	0	0	1	0	0	True
(´д`;)	0	0	0	0	0	0	-2.995732273553991	-2.995732273553991	-2.3025850929940455	-0.35667494393873245	-2.5257286443082556	-3.912023005428146	0.05	0.05	0.1	0.7	0.08	0.02	HN-S	0.7	1	False	0		0	0	0	0	0	0	False
(´ུ`っ)	0	0	0	0	0	0	-2.995732273553991	-2.3025850929940455	-2.995732273553991	-2.3025850929940455	-0.4307829160924542	-2.995732273553991	0.05	0.1	0.05	0.1	0.65	0.05	LN	0.65	1	False	1	HN-S	0	0	0	1	0	0	False
(´∀`)	0	0	0	0	0	0	-1.8971199848858813	-0.35667494393873245	-3.912023005428146	-3.912023005428146	-2.995732273553991	-2.8134107167600364	0.15	0.7	0.02	0.02	0.05	0.06	LP	0.7	1	True	5	LP	1	4	0	0	0	0	True
(´∀`;)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-3.506557897319982	-2.995732273553991	-2.995732273553991	0.05	0.8	0.02	0.03	0.05	0.05	LP	0.8	1	False	0		0	0	0	0	0	0	False
(´∇`)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-3.506557897319982	-2.995732273553991	-2.995732273553991	0.05	0.8	0.02	0.03	0.05	0.05	LP	0.8	1	False	5	HP	2	0	0	0	1	2	False
(´□`)	0	0	0	0	0	0	-2.995732273553991	-2.995732273553991	-2.3025850929940455	-0.35667494393873245	-2.5257286443082556	-3.912023005428146	0.05	0.05	0.1	0.7	0.08	0.02	HN-S	0.7	1	False	2	HN-D	0	0	1	0	1	0	False
(´▽`)	0	0	0	0	0	0	-2.995732273553991	-0.16251892949777494	-3.912023005428146	-3.912023005428146	-3.2188758248682006	-3.912023005428146	0.05	0.85	0.02	0.02	0.04	0.02	LP	0.85	1	True	20	LP	2	10	0	1	2	5	True
(´▽`;)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-2.995732273553991	-2.995732273553991	-3.506557897319982	0.05	0.8	0.02	0.05	0.05	0.03	LP	0.8	1	False	1	HN-S	0	0	0	1	0	0	False
(´▽`ʃ♡ƪ)	0	0	0	0	0	0	-2.995732273553991	-0.16251892949777494	-4.605170185988091	-4.605170185988091	-2.995732273553991	-3.506557897319982	0.05	0.85	0.01	0.01	0.05	0.03	LP	0.85	1	False	7	LP	0	6	0	0	0	1	True
(´▿`;)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-2.5257286443082556	-3.2188758248682006	-4.605170185988091	0.05	0.8	0.02	0.08	0.04	0.01	LP	0.8	1	False	1	HN-D	0	0	1	0	0	0	False
(´◕ω◕`)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-2.995732273553991	-2.995732273553991	-3.506557897319982	0.05	0.8	0.02	0.05	0.05	0.03	LP	0.8	1	False	0		0	0	0	0	0	0	False
(´◕‸◕`;)	0	0	0	0	0	0	-2.995732273553991	-2.3025850929940455	-2.995732273553991	-1.8971199848858813	-0.5108256237659907	-2.995732273553991	0.05	0.1	0.05	0.15	0.6	0.05	LN	0.6	1	False	1	HN-S	0	0	0	1	0	0	False
(´◕‿◕`;)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-3.506557897319982	-2.995732273553991	-2.995732273553991	0.05	0.8	0.02	0.03	0.05	0.05	LP	0.8	1	False	1	HN-D	0	0	1	0	0	0	False
(´ヘ`;)	0	0	0	0	0	0	-2.995732273553991	-2.3025850929940455	-2.995732273553991	-1.8971199848858813	-0.5108256237659907	-2.995732273553991	0.05	0.1	0.05	0.15	0.6	0.05	LN	0.6	1	False	0		0	0	0	0	0	0	False
(´・_・`)	0	0	0	0	0	0	-3.912023005428146	-2.995732273553991	-3.506557897319982	-2.5257286443082556	-0.2231435513142097	-3.912023005428146	0.02	0.05	0.03	0.08	0.8	0.02	LN	0.8	1	True	13	LN	0	0	0	4	7	2	True
(´・̥̥̥ω・̥̥�	0	0	0	0	0	0	-3.912023005428146	-2.995732273553991	-3.506557897319982	-2.3025850929940455	-0.2484613592984996	-3.912023005428146	0.02	0.05	0.03	0.1	0.78	0.02	LN	0.78	1	False	1	LN	0	0	0	0	1	0	True
(´・̥ω・̥`)	0	0	0	0	0	0	-3.912023005428146	-2.5257286443082556	-4.605170185988091	-2.995732273553991	-0.19845093872383832	-3.912023005428146	0.02	0.08	0.01	0.05	0.82	0.02	LN	0.82	1	True	1	LN	0	0	0	0	1	0	True
(´・ω・)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-3.506557897319982	-2.5257286443082556	-3.912023005428146	0.05	0.8	0.02	0.03	0.08	0.02	LP	0.8	1	False	0		0	0	0	0	0	0	False
(´・ω・`)	0	0	0	0	0	0	-2.995732273553991	-1.8971199848858813	-3.912023005428146	-2.5257286443082556	-0.4307829160924542	-2.995732273553991	0.05	0.15	0.02	0.08	0.65	0.05	LN	0.65	1	False	68	NB	0	19	1	9	18	21	False
(´・‿・`)	0	0	0	0	0	0	-2.995732273553991	-0.16251892949777494	-3.912023005428146	-3.912023005428146	-3.2188758248682006	-3.912023005428146	0.05	0.85	0.02	0.02	0.04	0.02	LP	0.85	1	False	1	LP	0	1	0	0	0	0	True
(´・・)	0	0	0	0	0	0	-2.995732273553991	-2.3025850929940455	-2.995732273553991	-2.3025850929940455	-0.4307829160924542	-2.995732273553991	0.05	0.1	0.05	0.1	0.65	0.05	LN	0.65	1	False	1	LN	0	0	0	0	1	0	True
(´ー`)	0	0	0	0	0	0	-2.995732273553991	-2.3025850929940455	-3.912023005428146	-3.506557897319982	-1.8971199848858813	-0.4307829160924542	0.05	0.1	0.02	0.03	0.15	0.65	NB	0.65	1	False	0		0	0	0	0	0	0	False
(´艸`)	0	0	0	0	0	0	-1.8971199848858813	-0.35667494393873245	-3.912023005428146	-3.506557897319982	-2.995732273553991	-2.995732273553991	0.15	0.7	0.02	0.03	0.05	0.05	LP	0.7	1	False	24	LN	0	2	8	5	9	0	False
(´꒳`)	0	0	0	0	0	0	-2.995732273553991	-0.16251892949777494	-4.605170185988091	-3.912023005428146	-2.995732273553991	-3.912023005428146	0.05	0.85	0.01	0.02	0.05	0.02	LP	0.85	1	False	0		0	0	0	0	0	0	False
(´︶`)	0	0	0	0	0	0	-2.995732273553991	-0.16251892949777494	-3.912023005428146	-3.506557897319982	-3.506557897319982	-3.912023005428146	0.05	0.85	0.02	0.03	0.03	0.02	LP	0.85	1	False	1	LN	0	0	0	0	1	0	False
(´｡・ω・｡`)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-2.5257286443082556	-3.2188758248682006	-4.605170185988091	0.05	0.8	0.02	0.08	0.04	0.01	LP	0.8	1	True	1	LN	0	0	0	0	1	0	False
(´｡・‿・｡`)	0	0	0	0	0	0	-2.995732273553991	-0.16251892949777494	-4.605170185988091	-3.912023005428146	-2.995732273553991	-3.912023005428146	0.05	0.85	0.01	0.02	0.05	0.02	LP	0.85	1	True	12	LP	0	8	0	0	3	1	True
(´｡・ﻌ・｡`)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-2.995732273553991	-2.995732273553991	-3.506557897319982	0.05	0.8	0.02	0.05	0.05	0.03	LP	0.8	1	False	1	LN	0	0	0	0	1	0	False
(´ｰ`)	0	0	0	0	0	0	-2.995732273553991	-1.8971199848858813	-2.995732273553991	-2.995732273553991	-1.8971199848858813	-0.5978370007556204	0.05	0.15	0.05	0.05	0.15	0.55	NB	0.55	1	False	0		0	0	0	0	0	0	False
(ò_ó)	0	0	0	0	0	0	-2.995732273553991	-2.995732273553991	-0.2231435513142097	-2.995732273553991	-3.506557897319982	-3.912023005428146	0.05	0.05	0.8	0.05	0.03	0.02	HN-D	0.8	1	False	1	HN-S	0	0	0	1	0	0	False
(˃˂)	0	0	0	0	0	0	-2.995732273553991	-2.995732273553991	-2.3025850929940455	-0.35667494393873245	-2.5257286443082556	-3.912023005428146	0.05	0.05	0.1	0.7	0.08	0.02	HN-S	0.7	1	False	1	NB	0	0	0	0	0	1	False
(˃᷄⁺˂	0	0	0	0	0	0	-2.995732273553991	-2.995732273553991	-2.3025850929940455	-0.2876820724517809	-3.2188758248682006	-4.605170185988091	0.05	0.05	0.1	0.75	0.04	0.01	HN-S	0.75	1	False	1	HP	1	0	0	0	0	0	False
(˃‿˂)	0	0	0	0	0	0	-1.8971199848858813	-0.2876820724517809	-3.912023005428146	-3.912023005428146	-3.2188758248682006	-3.912023005428146	0.15	0.75	0.02	0.02	0.04	0.02	LP	0.75	1	False	0		0	0	0	0	0	0	False
(˃⌑˂)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-2.995732273553991	-2.995732273553991	-3.506557897319982	0.05	0.8	0.02	0.05	0.05	0.03	LP	0.8	1	False	5	LN	0	0	2	0	3	0	False
(˃⌑˂ഈ)	0	0	0	0	0	0	-2.995732273553991	-2.995732273553991	-2.3025850929940455	-0.35667494393873245	-2.5257286443082556	-3.912023005428146	0.05	0.05	0.1	0.7	0.08	0.02	HN-S	0.7	1	False	1	HN-D	0	0	1	0	0	0	False
(ˆᴥˆ)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-3.506557897319982	-2.995732273553991	-2.995732273553991	0.05	0.8	0.02	0.03	0.05	0.05	LP	0.8	1	False	1	NB	0	0	0	0	0	1	False
(ˆ‿ˆ)	0	0	0	0	0	0	-1.8971199848858813	-0.2876820724517809	-4.605170185988091	-4.605170185988091	-2.995732273553991	-3.506557897319982	0.15	0.75	0.01	0.01	0.05	0.03	LP	0.75	1	False	1	LN	0	0	0	0	1	0	False
(ˆ‿ˆс)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-3.506557897319982	-2.995732273553991	-2.995732273553991	0.05	0.8	0.02	0.03	0.05	0.05	LP	0.8	1	False	1	HP	1	0	0	0	0	0	False
(ˆ‿ˆԅ)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-3.912023005428146	-2.995732273553991	-2.8134107167600364	0.05	0.8	0.02	0.02	0.05	0.06	LP	0.8	1	False	3	HP	3	0	0	0	0	0	False
(ˆ⌒ˆ)	0	0	0	0	0	0	-1.8971199848858813	-0.35667494393873245	-3.912023005428146	-3.912023005428146	-2.5257286443082556	-3.506557897319982	0.15	0.7	0.02	0.02	0.08	0.03	LP	0.7	1	False	1	NB	0	0	0	0	0	1	False
(ˊᗜˋ)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-3.506557897319982	-2.995732273553991	-2.995732273553991	0.05	0.8	0.02	0.03	0.05	0.05	LP	0.8	1	False	0		0	0	0	0	0	0	False
(ˊᗜˋ*)و	0	0	0	0	0	0	-0.2876820724517809	-1.8971199848858813	-3.912023005428146	-3.912023005428146	-3.506557897319982	-3.506557897319982	0.75	0.15	0.02	0.02	0.03	0.03	HP	0.75	1	False	0		0	0	0	0	0	0	False
(˘³˘)	0	0	0	0	0	0	-2.995732273553991	-0.16251892949777494	-3.912023005428146	-3.912023005428146	-3.2188758248682006	-3.912023005428146	0.05	0.85	0.02	0.02	0.04	0.02	LP	0.85	1	False	57	LP	0	25	5	3	13	11	True
(˘̩╭╭˘̩)	0	0	0	0	0	0	-3.912023005428146	-2.995732273553991	-3.506557897319982	-2.3025850929940455	-0.2876820724517809	-2.995732273553991	0.02	0.05	0.03	0.1	0.75	0.05	LN	0.75	1	False	1	LN	0	0	0	0	1	0	True
(˘̩╭╮˘̩)	0	0	0	0	0	0	-3.912023005428146	-2.995732273553991	-3.506557897319982	-2.3025850929940455	-0.2876820724517809	-2.995732273553991	0.02	0.05	0.03	0.1	0.75	0.05	LN	0.75	1	False	12	LN	1	0	0	2	9	0	True
(˘̩╭╯˘̩)	0	0	0	0	0	0	-3.912023005428146	-2.995732273553991	-3.506557897319982	-2.5257286443082556	-0.2231435513142097	-3.912023005428146	0.02	0.05	0.03	0.08	0.8	0.02	LN	0.8	1	False	2	HN-S	0	0	0	2	0	0	False
(˘ω˘)	0	0	0	0	0	0	-2.995732273553991	-0.16251892949777494	-3.912023005428146	-3.912023005428146	-3.2188758248682006	-3.912023005428146	0.05	0.85	0.02	0.02	0.04	0.02	LP	0.85	1	False	14	LP	0	13	0	0	0	1	True
(˘ڡ˘)	0	0	0	0	0	0	-2.995732273553991	-0.16251892949777494	-4.605170185988091	-4.605170185988091	-2.995732273553991	-3.506557897319982	0.05	0.85	0.01	0.01	0.05	0.03	LP	0.85	1	False	10	LP	0	9	0	0	0	1	True
(˘‿˘)	0	0	0	0	0	0	-2.995732273553991	-0.16251892949777494	-4.605170185988091	-4.605170185988091	-2.995732273553991	-3.506557897319982	0.05	0.85	0.01	0.01	0.05	0.03	LP	0.85	1	False	2	LP	0	2	0	0	0	0	True
(˘▽˘)	0	0	0	0	0	0	-2.995732273553991	-0.16251892949777494	-3.912023005428146	-3.912023005428146	-3.2188758248682006	-3.912023005428146	0.05	0.85	0.02	0.02	0.04	0.02	LP	0.85	1	False	10	HP	5	4	0	0	0	1	False
(˘・_・˘)	0	0	0	0	0	0	-2.995732273553991	-2.3025850929940455	-2.995732273553991	-2.3025850929940455	-1.6094379124341003	-0.6931471805599453	0.05	0.1	0.05	0.1	0.2	0.5	NB	0.5	1	False	1	LP	0	1	0	0	0	0	False
(˘・ω・˘)	0	0	0	0	0	0	-2.995732273553991	-0.16251892949777494	-3.912023005428146	-3.506557897319982	-3.506557897319982	-3.912023005428146	0.05	0.85	0.02	0.03	0.03	0.02	LP	0.85	1	False	1	LN	0	0	0	0	1	0	False
(˘︶˘)	0	0	0	0	0	0	-2.995732273553991	-0.16251892949777494	-3.912023005428146	-3.912023005428146	-3.2188758248682006	-3.912023005428146	0.05	0.85	0.02	0.02	0.04	0.02	LP	0.85	1	False	1	LP	0	1	0	0	0	0	True
(˙▂˙)	0	0	0	0	0	0	-3.912023005428146	-2.995732273553991	-3.506557897319982	-2.5257286443082556	-0.2231435513142097	-3.912023005428146	0.02	0.05	0.03	0.08	0.8	0.02	LN	0.8	1	False	1	LP	0	1	0	0	0	0	False
(˙꒳˙)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-3.506557897319982	-2.995732273553991	-2.995732273553991	0.05	0.8	0.02	0.03	0.05	0.05	LP	0.8	1	False	8	NB	0	0	0	0	0	8	False
(˜︵˜;)	0	0	0	0	0	0	-3.912023005428146	-2.995732273553991	-3.506557897319982	-1.8971199848858813	-0.35667494393873245	-2.995732273553991	0.02	0.05	0.03	0.15	0.7	0.05	LN	0.7	1	False	1	LN	0	0	0	0	1	0	True
(˵・̀‿-˵)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-3.912023005428146	-2.5257286443082556	-3.506557897319982	0.05	0.8	0.02	0.02	0.08	0.03	LP	0.8	1	False	0		0	0	0	0	0	0	False
(˶˃‿˂˶)	0	0	0	0	0	0	-2.995732273553991	-0.16251892949777494	-4.605170185988091	-3.912023005428146	-2.995732273553991	-3.912023005428146	0.05	0.85	0.01	0.02	0.05	0.02	LP	0.85	1	False	0		0	0	0	0	0	0	False
(˶ˆᗜˆ˵)	0	0	0	0	0	0	-2.995732273553991	-0.16251892949777494	-4.605170185988091	-4.605170185988091	-2.995732273553991	-3.506557897319982	0.05	0.85	0.01	0.01	0.05	0.03	LP	0.85	1	False	0		0	0	0	0	0	0	False
(˶ˆ‿ˆ˵)	0	0	0	0	0	0	-1.8971199848858813	-0.2876820724517809	-4.605170185988091	-4.605170185988091	-2.995732273553991	-3.506557897319982	0.15	0.75	0.01	0.01	0.05	0.03	LP	0.75	1	False	1	LP	0	1	0	0	0	0	True
(˶ˆ꒳ˆ˵)	0	0	0	0	0	0	-1.8971199848858813	-0.2876820724517809	-4.605170185988091	-3.912023005428146	-2.995732273553991	-3.912023005428146	0.15	0.75	0.01	0.02	0.05	0.02	LP	0.75	1	False	1	LP	0	1	0	0	0	0	True
(˶ᵔ‿ᵔ˶)	0	0	0	0	0	0	-1.8971199848858813	-0.2876820724517809	-4.605170185988091	-4.605170185988091	-2.995732273553991	-3.506557897319982	0.15	0.75	0.01	0.01	0.05	0.03	LP	0.75	1	False	0		0	0	0	0	0	0	False
(˶‾᷄⁻̫‾�	0	0	0	0	0	0	-2.995732273553991	-2.3025850929940455	-2.995732273553991	-2.3025850929940455	-0.4307829160924542	-2.995732273553991	0.05	0.1	0.05	0.1	0.65	0.05	LN	0.65	1	False	2	LP	0	1	0	0	0	1	False
(˶‾᷄ꇴ‾᷅	0	0	0	0	0	0	-2.995732273553991	-0.2876820724517809	-3.912023005428146	-2.5257286443082556	-2.5257286443082556	-3.912023005428146	0.05	0.75	0.02	0.08	0.08	0.02	LP	0.75	1	False	2	LP	0	1	0	0	0	1	True
(˶・̀ω・́˵)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-3.506557897319982	-2.995732273553991	-2.995732273553991	0.05	0.8	0.02	0.03	0.05	0.05	LP	0.8	1	False	1	NB	0	0	0	0	0	1	False
(̄³̄)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-3.506557897319982	-2.995732273553991	-2.995732273553991	0.05	0.8	0.02	0.03	0.05	0.05	LP	0.8	1	False	1	HN-S	0	0	0	1	0	0	False
(̄▽̄)	0	0	0	0	0	0	-2.995732273553991	-0.16251892949777494	-3.912023005428146	-3.912023005428146	-3.2188758248682006	-3.912023005428146	0.05	0.85	0.02	0.02	0.04	0.02	LP	0.85	1	False	0		0	0	0	0	0	0	False
(̑‿̑)	0	0	0	0	0	0	-2.995732273553991	-0.16251892949777494	-3.912023005428146	-3.912023005428146	-3.2188758248682006	-3.912023005428146	0.05	0.85	0.02	0.02	0.04	0.02	LP	0.85	1	False	1	LN	0	0	0	0	1	0	False
(̒‿̒)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-3.506557897319982	-2.995732273553991	-2.995732273553991	0.05	0.8	0.02	0.03	0.05	0.05	LP	0.8	1	False	1	HN-S	0	0	0	1	0	0	False
(̛̠̠)	0	0	0	0	0	0	-2.995732273553991	-2.995732273553991	-2.3025850929940455	-1.8971199848858813	-2.3025850929940455	-0.5978370007556204	0.05	0.05	0.1	0.15	0.1	0.55	NB	0.55	1	False	1	HN-D	0	0	1	0	0	0	False
(̥̯̥)	0	0	0	0	0	0	-2.995732273553991	-2.3025850929940455	-2.995732273553991	-2.3025850929940455	-0.4307829160924542	-2.995732273553991	0.05	0.1	0.05	0.1	0.65	0.05	LN	0.65	1	False	1	LN	0	0	0	0	1	0	True
(͡°͜ʖ͡°)	0	0	0	0	0	0	-2.995732273553991	-0.2876820724517809	-2.995732273553991	-2.995732273553991	-2.995732273553991	-2.995732273553991	0.05	0.75	0.05	0.05	0.05	0.05	LP	0.75	1	False	1	HN-D	0	0	1	0	0	0	False
(҂‿_‿)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-3.506557897319982	-2.5257286443082556	-3.912023005428146	0.05	0.8	0.02	0.03	0.08	0.02	LP	0.8	1	False	0		0	0	0	0	0	0	False
(ू・‿・ू)	0	0	0	0	0	0	-2.995732273553991	-0.16251892949777494	-3.912023005428146	-3.912023005428146	-3.2188758248682006	-3.912023005428146	0.05	0.85	0.02	0.02	0.04	0.02	LP	0.85	1	False	1	HP	1	0	0	0	0	0	False
(ಠ_ಠ)	0	0	0	0	0	0	-2.995732273553991	-2.995732273553991	-1.8971199848858813	-2.995732273553991	-2.995732273553991	-0.4307829160924542	0.05	0.05	0.15	0.05	0.05	0.65	NB	0.65	1	False	5	HN-D	0	0	5	0	0	0	False
(ಠ‿ಠ)	0	0	0	0	0	0	-2.995732273553991	-1.8971199848858813	-2.995732273553991	-2.995732273553991	-2.995732273553991	-0.4307829160924542	0.05	0.15	0.05	0.05	0.05	0.65	NB	0.65	1	False	0		0	0	0	0	0	0	False
(ಠ益ಠ)	0	0	0	0	0	0	-3.912023005428146	-4.605170185988091	-0.08338160893905101	-3.506557897319982	-4.605170185988091	-4.605170185988091	0.02	0.01	0.92	0.03	0.01	0.01	HN-D	0.92	1	False	0		0	0	0	0	0	0	False
(ಥ﹏ಥ)	0	0	0	0	0	0	-4.605170185988091	-3.912023005428146	-4.605170185988091	-2.995732273553991	-0.10536051565782628	-4.605170185988091	0.01	0.02	0.01	0.05	0.9	0.01	LN	0.9	1	False	24	LN	0	1	1	1	20	1	True
(ฅ́˘ฅ̀)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-3.506557897319982	-2.995732273553991	-2.995732273553991	0.05	0.8	0.02	0.03	0.05	0.05	LP	0.8	1	False	0		0	0	0	0	0	0	False
