first_word	n_prompts_HP	n_prompts_LP	n_prompts_HN-D	n_prompts_HN-S	n_prompts_LN	n_prompts_NB	mean_log_prob_HP	mean_log_prob_LP	mean_log_prob_HN-D	mean_log_prob_HN-S	mean_log_prob_LN	mean_log_prob_NB	softmax_HP	softmax_LP	softmax_HN-D	softmax_HN-S	softmax_LN	softmax_NB	predicted_quadrant	max_softmax	n_face_tokens	is_claude	total_emit_count	empirical_majority_quadrant	total_emit_HP	total_emit_LP	total_emit_HN-D	total_emit_HN-S	total_emit_LN	total_emit_NB	argmax_matches_empirical
(・_・;)	0	0	0	0	0	0	-4.226788126070591	-3.3105273931464754	-3.3105273931464754	-0.6714886347608114	-1.9242480318390873	-1.3646343867523896	0.014599	0.036497	0.036497	0.510947	0.145985	0.255474	HN-S	0.510947	1	True	51	NB	0	0	2	17	2	30	False
(・_・?)	0	0	0	0	0	0	-4.051740166430957	-3.1354794335068408	-3.646291724295044	-2.0368804779942895	-3.1354794335068408	-0.30228491278073133	0.017392	0.043479	0.026088	0.130435	0.043479	0.739127	NB	0.739127	1	True	16	NB	0	0	0	0	0	16	True
(・_・ヾ	0	0	0	0	0	0	-3.2958213106388943	-1.6863993980127967	-3.2958213106388943	-1.9095419493315064	-1.9095419493315064	-0.810932993985619	0.037038	0.185185	0.037038	0.148148	0.148148	0.444443	NB	0.444443	1	True	4	NB	0	0	0	1	0	3	True
(・́︿・̀)	0	0	0	0	0	0	-4.727293133432424	-4.03419594912277	-3.117935216198654	-2.424798035488711	-0.22758234699199834	-3.117935216198654	0.00885	0.0177	0.044248	0.088496	0.796457	0.044248	LN	0.796457	1	True	1	HN-S	0	0	0	1	0	0	False
(・ω・)	0	0	0	0	0	0	-3.3463733707103436	-1.149166570954374	-4.2626341036344595	-4.2626341036344595	-3.857185661498547	-0.513178849984234	0.035212	0.316901	0.014085	0.014085	0.021127	0.59859	NB	0.59859	1	True	29	NB	0	1	0	0	0	28	True
(・ω・?)	0	0	0	0	0	0	-3.234733898622777	-1.288840892228691	-4.150994631546893	-3.234733898622777	-3.234733898622777	-0.5267023639881252	0.039371	0.27559	0.015749	0.039371	0.039371	0.590549	NB	0.590549	1	True	1	NB	0	0	0	0	0	1	True
(・―・)	0	0	0	0	0	0	-4.1896092887205985	-2.1747496002839313	-3.2733485557964825	-2.58021137508654	-1.4816057530406528	-0.6343097974108186	0.015152	0.113637	0.037879	0.075758	0.227272	0.530301	NB	0.530301	1	True	1	NB	0	0	0	0	0	1	True
(・‿・)	0	0	0	0	0	0	-2.6878415754590135	-0.6729472215343048	-4.297239489093073	-4.297239489093073	-3.89179104695716	-0.9831016649904233	0.068028	0.510203	0.013606	0.013606	0.020409	0.374149	LP	0.510203	1	True	30	NB	0	9	0	0	0	21	False
(・∀・)	0	0	0	0	0	0	-1.1999663973816963	-0.729963518134742	-4.418794223497856	-4.418794223497856	-4.418794223497856	-1.7107906878179096	0.301204	0.481927	0.012049	0.012049	0.012049	0.180723	LP	0.481927	1	True	23	NB	0	0	0	1	0	22	False
(灬°‿°灬)	0	0	0	0	0	0	-1.4891529244998405	-0.33647569525820775	-4.89025364448944	-4.89025364448944	-4.89025364448944	-3.2808957272556705	0.225564	0.714283	0.00752	0.00752	0.00752	0.037595	LP	0.714283	1	True	1	LP	0	1	0	0	0	0	True
(＠_＠;)	0	0	0	0	0	0	-4.1270892249930204	-4.1270892249930204	-3.2108284920689045	-0.37763397134279514	-1.8245491307615167	-2.5176913113589614	0.01613	0.01613	0.040323	0.685481	0.16129	0.080646	HN-S	0.685481	1	True	1	HN-S	0	0	0	1	0	0	True
(＾▽＾)	0	0	0	0	0	0	-0.8754708802056856	-0.68131511786524	-5.12386755582512	-5.12386755582512	-5.12386755582512	-2.821372457881407	0.416666	0.505951	0.005953	0.005953	0.005953	0.059524	LP	0.505951	1	True	4	LP	0	2	0	0	0	2	True
(｡-ω-)	0	0	0	0	0	0	-4.150994631546893	-0.8368568074442437	-3.7455461894109803	-4.150994631546893	-1.288840892228691	-1.442991095866947	0.015749	0.43307	0.023623	0.015749	0.27559	0.23622	LP	0.43307	1	True	7	LP	0	7	0	0	0	0	True
(｡-‿-｡)	0	0	0	0	0	0	-3.250359143279543	-0.36000627407288716	-4.166619876203659	-4.166619876203659	-3.250359143279543	-1.6409372306534455	0.03876	0.697672	0.015505	0.015505	0.03876	0.193798	LP	0.697672	1	True	3	LP	0	2	0	0	0	1	True
(｡>﹏<｡)	0	0	0	0	0	0	-4.297239489093073	-2.910982626801348	-3.3809787561689566	-0.6729472215343048	-0.9831016649904233	-4.297239489093073	0.013606	0.054422	0.034014	0.510203	0.374149	0.013606	HN-S	0.510203	1	True	10	HN-S	1	0	0	9	0	0	True
(｡´‿`｡)	0	0	0	0	0	0	-2.0710716673689706	-0.22525059088405935	-4.779028540115292	-4.779028540115292	-4.085931355805638	-3.169670622881522	0.126051	0.798316	0.008404	0.008404	0.016807	0.042017	LP	0.798316	1	True	1	LP	0	1	0	0	0	0	True
(｡˃‿˂)	0	0	0	0	0	0	-1.0296214950972993	-0.5371457170691767	-5.036856503509602	-4.343759319199949	-5.036856503509602	-3.4274985862758327	0.357142	0.584414	0.006494	0.012988	0.006494	0.032468	LP	0.584414	1	True	25	HP	22	3	0	0	0	0	False
(｡˘-˘｡)	0	0	0	0	0	0	-3.3672799681089445	-0.9694028769304115	-3.3672799681089445	-3.3672799681089445	-1.170073168352975	-1.5755371653531147	0.034483	0.379309	0.034483	0.034483	0.310344	0.206896	LP	0.379309	1	True	1	LP	0	1	0	0	0	0	True
(｡˘³˘)	0	0	0	0	0	0	-2.0455384957601264	-0.23180569950180951	-4.753495368506448	-4.753495368506448	-4.060398184196794	-3.1441374512726776	0.129311	0.7931	0.008622	0.008622	0.017242	0.043104	LP	0.7931	1	True	4	LP	0	4	0	0	0	0	True
(｡˘ω˘｡)	0	0	0	0	0	0	-3.126745799304437	-0.1823257673069741	-4.7361037165382065	-4.7361037165382065	-4.043006532228553	-2.433608618594494	0.04386	0.83333	0.008773	0.008773	0.017545	0.08772	LP	0.83333	1	True	4	LP	0	4	0	0	0	0	True
(｡╯︵╰｡)	0	0	0	0	0	0	-4.795695509261799	-4.102598324952146	-3.697149882816233	-2.0877386365154784	-0.24191756003056705	-3.1863375920280297	0.008265	0.01653	0.024794	0.123967	0.785121	0.041323	LN	0.785121	1	True	87	LN	1	0	0	0	86	0	True
(｡◕‿◕｡)	0	0	0	0	0	0	-1.4816055798817465	-0.48307855427836977	-5.036856503509602	-5.036856503509602	-4.343759319199949	-2.041219224968444	0.227272	0.616881	0.006494	0.006494	0.012988	0.12987	LP	0.616881	1	True	135	NB	1	35	0	0	0	99	False
(｡♥‿♥｡)	0	0	0	0	0	0	-1.0552638270754746	-0.5087208862565451	-5.062498835487777	-5.062498835487777	-5.062498835487777	-3.453140918254008	0.348101	0.601264	0.00633	0.00633	0.00633	0.031646	LP	0.601264	1	True	100	LP	18	75	0	0	0	7	True
(｡・̀‿-)	0	0	0	0	0	0	-1.840549395303411	-0.31449700483993076	-4.836186673844569	-4.836186673844569	-4.1430894895349155	-2.533691575900856	0.15873	0.730156	0.007937	0.007937	0.015874	0.079365	LP	0.730156	1	True	52	NB	1	9	0	0	0	42	False
(｡・́‿・̀｡)	0	0	0	0	0	0	-2.1594821980828924	-0.3457494018245755	-4.867439070829214	-4.17434188651956	-3.2580811535954437	-2.1594821980828924	0.115385	0.70769	0.007693	0.015385	0.038462	0.115385	LP	0.70769	1	True	8	LN	0	1	0	2	3	2	False
(｡・́︵・̀｡)	0	0	0	0	0	0	-4.779028540115292	-3.6804829136697257	-3.1696706228815223	-2.0710716673689706	-0.27931775367486633	-3.1696706228815223	0.008404	0.025211	0.042017	0.126051	0.7563	0.042017	LN	0.7563	1	True	2	HN-S	0	0	0	1	1	0	False
(｡・́︿・̀｡)	0	0	0	0	0	0	-4.753495368506448	-4.060398184196794	-3.1441374512726776	-2.0455384957601264	-0.25378458206602195	-3.654949742060881	0.008622	0.017242	0.043104	0.129311	0.775859	0.025863	LN	0.775859	1	True	419	LN	8	6	25	128	246	6	True
(｡・ω・｡)	0	0	0	0	0	0	-1.805004643346706	-0.5020948042019352	-5.0237844732065735	-4.33068728889692	-4.33068728889692	-1.6226837532169736	0.164474	0.605261	0.00658	0.013159	0.013159	0.197368	LP	0.605261	1	True	45	LP	0	32	0	1	0	12	True
(｡・‿-)	0	0	0	0	0	0	-1.5040785078830643	-0.3834895588680261	-4.905179227872664	-4.905179227872664	-4.905179227872664	-2.6026841299289516	0.222222	0.681479	0.007408	0.007408	0.007408	0.074074	LP	0.681479	1	True	2	LP	0	1	0	0	0	1	True
(｡・‿・｡)	0	0	0	0	0	0	-1.7155984248079372	-0.3806003054365723	-4.934378254667805	-4.934378254667805	-4.241281070358151	-2.2264213819214835	0.179856	0.683451	0.007195	0.007195	0.014389	0.107914	LP	0.683451	1	True	12	LP	1	6	0	0	1	4	True
(ﾉ◕ヮ◕)	0	0	0	0	0	0	-0.567986861128043	-1.0986142886621095	-4.3174421147782684	-4.3174421147782684	-5.010539299087923	-2.70804420114421	0.566665	0.333333	0.013334	0.013334	0.006667	0.066667	HP	0.566665	1	True	415	HP	178	36	67	50	41	43	True
(ﾟｰﾟ)	0	0	0	0	0	0	-4.110828783443963	-2.5014308698099037	-3.194568050519847	-3.194568050519847	-2.095969095007295	-0.3613735297937372	0.016394	0.081968	0.040984	0.040984	0.122951	0.696719	NB	0.696719	1	True	6	LN	0	0	0	2	3	1	False
(￣ヘ￣)	0	0	0	0	0	0	-4.851934956408297	-4.158837772098644	-0.6776461430526387	-3.2425770391745274	-1.2966840327804419	-1.8562976778671396	0.007813	0.015626	0.507811	0.039063	0.273437	0.15625	HN-D	0.507811	1	True	1	NB	0	0	0	0	0	1	False
(	0	0	0	0	0	0	-3.7727178358725397	-2.856457102948424	-2.856457102948424	-2.1633199222384807	-1.757858147435872	-0.5538900097563807	0.022989	0.057472	0.057472	0.114943	0.172414	0.57471	NB	0.57471	1	False	30	LP	5	18	0	0	2	5	False
((⊂(`ω´∩)	0	0	0	0	0	0	-0.7777066353560962	-1.6650081496881197	-1.5314771142054975	-2.5123022005696543	-3.6109011560822055	-3.6109011560822055	0.459459	0.189189	0.216216	0.081081	0.027027	0.027027	HP	0.459459	1	False	0		0	0	0	0	0	0	False
((✿◕‿◕))	0	0	0	0	0	0	-1.380026021687206	-0.5150300315664514	-5.068807980797684	-5.068807980797684	-4.37571079648803	-2.073170702256526	0.251572	0.597483	0.00629	0.00629	0.012579	0.125786	LP	0.597483	1	False	0		0	0	0	0	0	0	False
()	0	0	0	0	0	0	-2.944425295135967	-2.251288114426024	-2.944425295135967	-2.944425295135967	-2.251288114426024	-0.45953697848269154	0.052632	0.105264	0.052632	0.052632	0.105264	0.631576	NB	0.631576	1	False	13	HN-D	1	0	5	5	1	1	False
(-_-;)	0	0	0	0	0	0	-4.912559302490693	-3.303201385256923	-2.61006420454698	-1.1059945855009534	-1.2237773433802148	-1.357308378862837	0.007354	0.036765	0.07353	0.330882	0.294117	0.257353	HN-S	0.330882	1	False	0		0	0	0	0	0	0	False
(-‸–)	0	0	0	0	0	0	-4.226788126070591	-3.3105273931464754	-1.3646343867523894	-2.6173902124365322	-1.1133205933905055	-1.231103351269767	0.014599	0.036497	0.255474	0.072993	0.328466	0.29197	LN	0.328466	1	False	3	HN-D	0	0	1	1	1	0	False
(..)	0	0	0	0	0	0	-4.068981883679748	-2.459583970045689	-3.152721150755632	-2.0541221952430804	-0.9555143509996622	-1.0732971088789238	0.017095	0.085471	0.042736	0.128205	0.384614	0.341879	LN	0.384614	1	False	0		0	0	0	0	0	0	False
(._.)	0	0	0	0	0	0	-4.226788126070591	-3.3105273931464754	-3.3105273931464754	-2.6173902124365327	-1.1133205933905057	-0.6714886347608114	0.014599	0.036497	0.036497	0.072993	0.328466	0.510947	NB	0.510947	1	False	1	LN	0	0	0	0	1	0	False
(/≧▽≦)	0	0	0	0	0	0	-0.4019533387128807	-1.2669493288336353	-4.955731287944113	-4.2626341036344595	-4.955731287944113	-3.857185661498547	0.669012	0.28169	0.007043	0.014085	0.007043	0.021127	HP	0.669012	1	False	1	LP	0	1	0	0	0	0	False
(/▽＼)	0	0	0	0	0	0	-1.3646343867523896	-0.6024958585118236	-4.226788126070591	-2.2119284376339237	-3.3105273931464754	-3.3105273931464754	0.255474	0.547444	0.014599	0.109489	0.036497	0.036497	LP	0.547444	1	False	0		0	0	0	0	0	0	False
(;'ω';)	0	0	0	0	0	0	-4.20464709824284	-4.20464709824284	-3.288386365318724	-0.45519184459261464	-1.3424933589246382	-3.288386365318724	0.014926	0.014926	0.037314	0.634326	0.261194	0.037314	HN-S	0.634326	1	False	1	HN-S	0	0	0	1	0	0	True
(;;)	0	0	0	0	0	0	-4.753495368506448	-4.060398184196794	-3.654949742060881	-2.0455384957601264	-0.25378458206602195	-3.1441374512726776	0.008622	0.017242	0.025863	0.129311	0.775859	0.043104	LN	0.775859	1	False	6	LN	0	0	0	0	6	0	True
(;;_;;)	0	0	0	0	0	0	-4.779028540115292	-4.085931355805638	-3.6804829136697252	-2.0710716673689706	-0.22525059088405935	-3.6804829136697252	0.008404	0.016807	0.025211	0.126051	0.798316	0.025211	LN	0.798316	1	False	2	HN-S	0	0	0	2	0	0	False
(;_;)	0	0	0	0	0	0	-4.753495368506448	-4.060398184196794	-3.654949742060881	-2.451000270562735	-0.19971741927521514	-3.1441374512726776	0.008622	0.017242	0.025863	0.086207	0.818962	0.043104	LN	0.818962	1	False	3	LN	0	0	0	1	2	0	True
(;`ﾉωﾉ´)	0	0	0	0	0	0	-3.218860625056678	-1.83258126374929	-1.6094387124305805	-0.8209835338781447	-2.1202616695441265	-3.218860625056678	0.040001	0.16	0.2	0.439999	0.12	0.040001	HN-S	0.439999	1	False	1	LP	0	1	0	0	0	0	False
(;¬_¬)	0	0	0	0	0	0	-4.28354070103306	-3.878092258897148	-0.9694028769304115	-1.7578580554828471	-1.2878559262322364	-1.9810006068015567	0.013794	0.02069	0.379309	0.172414	0.275862	0.137931	HN-D	0.379309	1	False	0		0	0	0	0	0	0	False
(;´д`ｿ)	0	0	0	0	0	0	-4.3174421147782684	-3.911993672642356	-2.3025824263416013	-0.7621426234684886	-1.0033042906756193	-3.4011813818541525	0.013334	0.020001	0.1	0.466665	0.366666	0.033334	HN-S	0.466665	1	False	0		0	0	0	0	0	0	False
(;´༎ຶд༎ຶ`)	0	0	0	0	0	0	-5.010539299087923	-4.3174421147782684	-2.70804420114421	-1.2039745820981829	-0.5108285126474968	-4.3174421147782684	0.006667	0.013334	0.066667	0.299999	0.599998	0.013334	LN	0.599998	1	False	12	LN	0	0	0	5	7	0	True
(;´∀`)	0	0	0	0	0	0	-3.178038830535443	-1.2321458241413568	-3.178038830535443	-1.386296027779613	-1.5686169179093454	-1.791759469228055	0.041667	0.291666	0.041667	0.25	0.208333	0.166667	LP	0.291666	1	False	2	LN	0	0	0	0	2	0	False
(;´꒳`)	0	0	0	0	0	0	-4.110828783443963	-2.5014308698099037	-3.194568050519847	-1.1151440086431386	-0.997361250763877	-1.8082886892124588	0.016394	0.081968	0.040984	0.327868	0.368851	0.163934	LN	0.368851	1	False	1	LN	0	0	0	0	1	0	True
(;ω;)	0	0	0	0	0	0	-4.744837350740611	-4.051740166430957	-3.646291724295044	-2.0368804779942895	-0.22314768173597258	-4.051740166430957	0.008696	0.017392	0.026088	0.130435	0.799997	0.017392	LN	0.799997	1	False	47	LN	2	0	0	8	37	0	True
(;д;)	0	0	0	0	0	0	-4.875101908343002	-4.182004724033347	-3.265743991109231	-1.3198509847151454	-0.4325494703831218	-3.7765562818974345	0.007634	0.015268	0.038169	0.267175	0.648853	0.022901	LN	0.648853	1	False	1	HN-S	0	0	0	1	0	0	False
(;′⌒`)	0	0	0	0	0	0	-4.8120892384089675	-4.118992054099313	-2.104132365662646	-1.0055245214192277	-0.8048542299966641	-3.2027313211751975	0.008131	0.016261	0.121951	0.365853	0.447153	0.040651	LN	0.447153	1	False	25	HN-S	0	0	6	14	5	0	False
(;⁎_⁎)	0	0	0	0	0	0	-4.3174421147782684	-3.9119936726423563	-2.70804420114421	-0.7621426234684888	-1.0033042906756195	-2.70804420114421	0.013334	0.020001	0.066667	0.466665	0.366666	0.066667	HN-S	0.466665	1	False	1	HN-S	0	0	0	1	0	0	True
(;⌒_⌒)	0	0	0	0	0	0	-4.1896092887205985	-3.2733485557964825	-2.58021137508654	-0.9707814626044396	-1.076141756040513	-1.8870691944890947	0.015152	0.037879	0.075758	0.378787	0.340908	0.151515	HN-S	0.378787	1	False	0		0	0	0	0	0	0	False
(;へ:)	0	0	0	0	0	0	-4.7361037165382065	-4.043006532228553	-3.6375580900926403	-2.0281468437918853	-0.23639293009778095	-3.6375580900926403	0.008773	0.017545	0.026317	0.131579	0.78947	0.026317	LN	0.78947	1	False	1	HP	1	0	0	0	0	0	False
(;・`O・´)	0	0	0	0	0	0	-4.241281070358151	-4.241281070358151	-0.7600894413121458	-1.1278135376780654	-2.2264213819214835	-2.631883156724092	0.014389	0.014389	0.467625	0.32374	0.107914	0.071943	HN-D	0.467625	1	False	1	HN-S	0	0	0	1	0	0	False
(;一_一)	0	0	0	0	0	0	-4.997116332809618	-4.304019148499965	-0.989881324397315	-2.00147905426846	-1.1905516158198786	-1.7783365029497507	0.006757	0.013514	0.371621	0.135135	0.304053	0.168919	HN-D	0.371621	1	False	2	HN-S	0	0	0	1	1	0	False
(;﹏;)	0	0	0	0	0	0	-4.912559302490693	-4.219462118181039	-3.303201385256923	-1.357308378862837	-0.4128485160502672	-3.814013676045126	0.007354	0.014707	0.036765	0.257353	0.661763	0.022059	LN	0.661763	1	False	1	HN-S	0	0	0	1	0	0	False
(;￣□￣)	0	0	0	0	0	0	-4.1270892249930204	-4.1270892249930204	-1.2649354856748187	-0.7259401754156292	-1.8245491307615167	-3.2108284920689045	0.01613	0.01613	0.282258	0.483869	0.16129	0.040323	HN-S	0.483869	1	False	0		0	0	0	0	0	0	False
(=^-^=)	0	0	0	0	0	0	-1.5616481110653677	-0.4089708818237349	-4.9627488310549674	-4.9627488310549674	-4.9627488310549674	-2.254791958308646	0.20979	0.664334	0.006994	0.006994	0.006994	0.104895	LP	0.664334	1	False	6	LP	0	2	0	1	2	1	True
(=^-ω-^=)	0	0	0	0	0	0	-3.169670622881522	-0.22525059088405935	-4.779028540115292	-4.779028540115292	-4.085931355805638	-2.0710716673689706	0.042017	0.798316	0.008404	0.008404	0.016807	0.126051	LP	0.798316	1	False	22	NB	2	4	3	4	3	6	False
(=^-ω^-=)	0	0	0	0	0	0	-1.8794646298018434	-0.35341223933836313	-4.875101908343002	-4.875101908343002	-4.182004724033347	-2.16714503559668	0.152672	0.702288	0.007634	0.007634	0.015268	0.114504	LP	0.702288	1	False	1	LP	0	1	0	0	0	0	True
(=^_^=)	0	0	0	0	0	0	-1.4619328916887746	-0.5174730288762047	-4.324086631006977	-4.324086631006977	-4.324086631006977	-2.0215465367754724	0.231788	0.596025	0.013246	0.013246	0.013246	0.13245	LP	0.596025	1	False	2	LP	0	1	0	0	1	0	True
(=^‿^=)	0	0	0	0	0	0	-1.3499283042448083	-0.35140127864143167	-14.11561959484918	-14.11561959484918	-14.11561959484918	-3.2958213106388943	0.259259	0.703701	1e-06	1e-06	1e-06	0.037038	LP	0.703701	1	False	0		0	0	0	0	0	0	False
(=^・^=)	0	0	0	0	0	0	-1.6160830953270306	-0.4954941463119923	-5.01718381531663	-5.01718381531663	-4.324086631006977	-1.798403985456763	0.198675	0.60927	0.006623	0.006623	0.013246	0.165563	LP	0.60927	1	False	1	LP	0	1	0	0	0	0	True
(=^・ω・^=)	0	0	0	0	0	0	-1.53224912030104	-0.5658103749242578	-5.0875000439288955	-4.394402859619242	-4.394402859619242	-1.686399323939296	0.216049	0.5679	0.006173	0.012346	0.012346	0.185185	LP	0.5679	1	False	19	LP	0	13	1	0	1	4	True
(=^・ｪ・^=)	0	0	0	0	0	0	-2.2477744151977923	-0.4560205015036878	-4.2626341036344595	-4.2626341036344595	-3.857185661498547	-1.5546305679545136	0.105634	0.633801	0.014085	0.014085	0.021127	0.211267	LP	0.633801	1	False	0		0	0	0	0	0	0	False
(=`ω´=)	0	0	0	0	0	0	-3.2580811535954437	-2.564943972885501	-0.550049618960792	-2.564943972885501	-2.564943972885501	-1.8718017922880559	0.038462	0.076923	0.576921	0.076923	0.076923	0.153846	HN-D	0.576921	1	False	0		0	0	0	0	0	0	False
(=ↀωↀ=)	0	0	0	0	0	0	-1.6486591384060538	-0.5500490719552279	-4.3566626740859995	-4.3566626740859995	-4.3566626740859995	-1.6486591384060538	0.192308	0.576921	0.012821	0.012821	0.012821	0.192308	LP	0.576921	1	False	1	LP	0	1	0	0	0	0	True
(=⌒‿‿⌒=)	0	0	0	0	0	0	-1.671473814629573	-0.33647569525820775	-4.89025364448944	-4.89025364448944	-4.89025364448944	-2.5877585465457273	0.18797	0.714283	0.00752	0.00752	0.00752	0.075188	LP	0.714283	1	False	0		0	0	0	0	0	0	False
(>^_^)	0	0	0	0	0	0	-0.661401103206396	-0.9490827589921179	-4.350231808569509	-4.350231808569509	-5.043328992879163	-2.7408338949354505	0.516128	0.387096	0.012904	0.012904	0.006452	0.064517	HP	0.516128	1	False	1	LP	0	1	0	0	0	0	False
(>ω<)	0	0	0	0	0	0	-0.944463513598221	-0.8109322995448878	-3.583502271983885	-2.8903650912739423	-3.583502271983885	-2.8903650912739423	0.388888	0.444444	0.027778	0.055556	0.027778	0.055556	LP	0.444444	1	False	0		0	0	0	0	0	0	False
(>ω<*	0	0	0	0	0	0	-1.0296214950972993	-0.5943040655497229	-4.343759319199949	-3.4274985862758323	-4.343759319199949	-3.4274985862758323	0.357142	0.551947	0.012988	0.032468	0.012988	0.032468	LP	0.551947	1	False	1	HP	1	0	0	0	0	0	False
(>‿<)	0	0	0	0	0	0	-1.0033042906756195	-0.5679868611280432	-5.010539299087923	-4.3174421147782684	-4.3174421147782684	-3.4011813818541525	0.366666	0.566665	0.006667	0.013334	0.013334	0.033334	LP	0.566665	1	False	0		0	0	0	0	0	0	False
(>‿◕)	0	0	0	0	0	0	-1.04891462358442	-0.8077529563772894	-3.4467917147629534	-3.4467917147629534	-4.363052447687069	-2.0605123534555654	0.350318	0.445859	0.031848	0.031848	0.012739	0.127389	LP	0.445859	1	False	0		0	0	0	0	0	0	False
(>‿◕✨)	0	0	0	0	0	0	-0.8634947321880754	-0.729963518134742	-4.418794223497856	-4.418794223497856	-4.418794223497856	-2.8093963098637964	0.421686	0.481927	0.012049	0.012049	0.012049	0.060241	LP	0.481927	1	False	0		0	0	0	0	0	0	False
(>‿◠)	0	0	0	0	0	0	-1.1378348479698408	-0.6072074204357741	-4.3566626740859995	-4.3566626740859995	-4.3566626740859995	-2.3418029856493323	0.320512	0.54487	0.012821	0.012821	0.012821	0.096154	LP	0.54487	1	False	3	HN-S	0	0	0	2	1	0	False
(>‿◼︵◼<)	0	0	0	0	0	0	-3.3672799681089445	-2.6741427873990014	-1.5755371653531145	-0.9694028769304113	-1.5755371653531145	-2.268681012596393	0.034483	0.068966	0.206896	0.379309	0.206896	0.103449	HN-S	0.379309	1	False	1	LP	0	1	0	0	0	0	False
(>﹏<｡)	0	0	0	0	0	0	-4.310753153473002	-3.394492420548886	-2.2958934650363347	-0.6864608859142343	-1.091925327356843	-4.310753153473002	0.013423	0.033558	0.100671	0.503354	0.33557	0.013423	HN-S	0.503354	1	False	7	HN-S	0	0	0	7	0	0	True
(O_O)	0	0	0	0	0	0	-3.178038830535443	-3.688851121323646	-4.094299563459559	-0.5390000721497789	-3.178038830535443	-1.2321458241413568	0.041667	0.025001	0.016667	0.583331	0.041667	0.291666	HN-S	0.583331	1	False	1	HN-S	0	0	0	1	0	0	True
(OwO)	0	0	0	0	0	0	-1.0296214950972993	-0.7884598278901683	-4.343759319199949	-3.4274985862758323	-4.343759319199949	-2.041219224968444	0.357142	0.454544	0.012988	0.032468	0.012988	0.12987	LP	0.454544	1	False	1	HP	1	0	0	0	0	0	False
(T-T)	0	0	0	0	0	0	-4.787396747769213	-4.094299563459559	-3.178038830535443	-2.0794398750228913	-0.26570707876457483	-3.178038830535443	0.008334	0.016667	0.041667	0.125	0.766664	0.041667	LN	0.766664	1	False	8	LN	0	0	0	1	7	0	True
(T^T)	0	0	0	0	0	0	-4.828218542290448	-4.135121357980794	-3.218860625056678	-1.83258126374929	-0.27444059305921537	-4.135121357980794	0.008001	0.016001	0.040001	0.16	0.759997	0.016001	LN	0.759997	1	False	1	HP	1	0	0	0	0	0	False
(T_T)	0	0	0	0	0	0	-4.836186673844569	-4.143089489534915	-3.2268287566107987	-1.840549395303411	-0.2824087246133362	-3.737641047399002	0.007937	0.015874	0.039683	0.15873	0.753965	0.02381	LN	0.753965	1	False	22	LN	0	0	2	2	18	0	True
(T▽T)	0	0	0	0	0	0	-4.127089224993021	-3.210828492068905	-3.210828492068905	-1.824549130761517	-0.320475622862249	-4.127089224993021	0.01613	0.040323	0.040323	0.16129	0.725804	0.01613	LN	0.725804	1	False	2	HP	2	0	0	0	0	0	False
(^	0	0	0	0	0	0	-1.2311033512697673	-0.9126503019679422	-4.226788126070591	-3.3105273931464754	-3.3105273931464754	-1.5187845903906454	0.29197	0.401459	0.014599	0.036497	0.036497	0.218978	LP	0.401459	1	False	0		0	0	0	0	0	0	False
(^-^)	0	0	0	0	0	0	-1.9530268721467725	-0.42697448168329205	-4.9486641506879305	-4.9486641506879305	-4.255566966378276	-1.7298843208280628	0.141844	0.65248	0.007093	0.007093	0.014185	0.177305	LP	0.65248	1	False	37	LP	0	17	1	0	4	15	True
(^.^)	0	0	0	0	0	0	-1.3083343736991402	-0.49740554636919243	-4.997116332809618	-4.997116332809618	-4.997116332809618	-2.289159460063297	0.27027	0.608106	0.006757	0.006757	0.006757	0.101352	LP	0.608106	1	False	2	LP	0	1	0	0	0	1	True
(^^)	0	0	0	0	0	0	-1.2739668719444892	-0.5201963930950879	-4.9627488310549674	-4.9627488310549674	-4.9627488310549674	-2.254791958308646	0.27972	0.594404	0.006994	0.006994	0.006994	0.104895	LP	0.594404	1	False	2	LP	0	2	0	0	0	0	True
(^_^)	0	0	0	0	0	0	-1.1505738250619648	-0.5627880490473518	-5.062498835487777	-5.062498835487777	-5.062498835487777	-2.3545419627414566	0.316455	0.569619	0.00633	0.00633	0.00633	0.094937	LP	0.569619	1	False	44	NB	7	8	0	0	0	29	False
(^_^;)	0	0	0	0	0	0	-3.2580811535954437	-1.312188147201358	-3.2580811535954437	-1.060874353839474	-1.8718017922880559	-1.8718017922880559	0.038462	0.26923	0.038462	0.346153	0.153846	0.153846	HN-S	0.346153	1	False	2	NB	0	0	0	0	0	2	False
(^_~)	0	0	0	0	0	0	-1.243195141405914	-0.6072074204357741	-4.3566626740859995	-4.3566626740859995	-4.3566626740859995	-2.0541225798544955	0.288461	0.54487	0.012821	0.012821	0.012821	0.128205	LP	0.54487	1	False	1	HP	1	0	0	0	0	0	False
(^_−)	0	0	0	0	0	0	-1.428259812660744	-0.5409582983287204	-4.290413551978946	-4.290413551978946	-4.290413551978946	-1.9878734577474422	0.239726	0.58219	0.013699	0.013699	0.013699	0.136986	LP	0.58219	1	False	3	NB	0	1	0	0	0	2	False
(^・ω・^)	0	0	0	0	0	0	-2.0215465367754724	-0.574631377356751	-4.324086631006977	-4.324086631006977	-4.324086631006977	-1.3284018562061524	0.13245	0.562912	0.013246	0.013246	0.013246	0.2649	LP	0.562912	1	False	2	LP	0	2	0	0	0	0	True
