first_word	n_prompts_HP	n_prompts_LP	n_prompts_HN-D	n_prompts_HN-S	n_prompts_LN	n_prompts_NB	mean_log_prob_HP	mean_log_prob_LP	mean_log_prob_HN-D	mean_log_prob_HN-S	mean_log_prob_LN	mean_log_prob_NB	softmax_HP	softmax_LP	softmax_HN-D	softmax_HN-S	softmax_LN	softmax_NB	predicted_quadrant	max_softmax	n_face_tokens	is_claude	total_emit_count	empirical_majority_quadrant	total_emit_HP	total_emit_LP	total_emit_HN-D	total_emit_HN-S	total_emit_LN	total_emit_NB	argmax_matches_empirical	n_v2_descs
(⊙ω⊙)	0	0	0	0	0	0	-0.13353139262452263	-2.0794415416798357	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.875	0.125	0.0	0.0	0.0	0.0	HP	0.875	0	False	0		0	0	0	0	0	0	False	2
(◕ヮ◕)	0	0	0	0	0	0	-2.0794415416798357	-0.13353139262452263	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.125	0.875	0.0	0.0	0.0	0.0	LP	0.875	0	False	0		0	0	0	0	0	0	False	2
(◠‿◠✿)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(・_・?)	0	0	0	0	0	0	-27.631021115928547	-0.28768207245178107	-27.631021115928547	-27.631021115928547	-27.631021115928547	-1.3862943611198906	0.0	0.75	0.0	0.0	0.0	0.25	LP	0.75	0	True	16	NB	0	0	0	0	0	16	False	2
(・́⌓・̀)	0	0	0	0	0	0	-27.631021115928547	-0.6931471805599453	-27.631021115928547	-27.631021115928547	-27.631021115928547	-0.6931471805599453	0.0	0.5	0.0	0.0	0.0	0.5	LP	0.5	0	False	0		0	0	0	0	0	0	False	1
(・ε・)	0	0	0	0	0	0	-27.631021115928547	-0.6931471805599453	-2.0794415416798357	-27.631021115928547	-27.631021115928547	-0.9808292530117262	0.0	0.5	0.125	0.0	0.0	0.375	LP	0.5	0	False	0		0	0	0	0	0	0	False	2
(｡・̀‿・́｡)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	4	NB	0	0	0	0	0	4	False	1
(￣^￣ゞ	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(￣ω￣;)	0	0	0	0	0	0	-0.6931471805599453	-0.6931471805599453	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.5	0.5	0.0	0.0	0.0	0.0	HP	0.5	0	False	10	HN-S	0	2	1	4	3	0	False	2
(	0	0	0	0	0	0	-0.4700036292457356	-0.9808292530117262	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.625	0.375	0.0	0.0	0.0	0.0	HP	0.625	0	False	30	LP	5	18	0	0	2	5	False	2
(/▽＼)	0	0	0	0	0	0	-27.631021115928547	-0.4054651081081643	-27.631021115928547	-27.631021115928547	-1.0986122886681096	-27.631021115928547	0.0	0.666667	0.0	0.0	0.333333	0.0	LP	0.666667	0	False	0		0	0	0	0	0	0	False	1
(=⌒‿‿⌒=)	0	0	0	0	0	0	-0.40546510810816444	-1.0986122886681098	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.666667	0.333333	0.0	0.0	0.0	0.0	HP	0.666667	0	False	0		0	0	0	0	0	0	False	2
(>_<)	0	0	0	0	0	0	-27.631021115928547	-0.6931471805599453	-27.631021115928547	-27.631021115928547	-27.631021115928547	-0.6931471805599453	0.0	0.5	0.0	0.0	0.0	0.5	LP	0.5	0	True	45	HN-S	0	2	8	32	2	1	False	1
(>ω<)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	2
(¬_¬;)	0	0	0	0	0	0	-27.631021115928547	-27.631021115928547	-0.6931471805599453	-27.631021115928547	-0.6931471805599453	-27.631021115928547	0.0	0.0	0.5	0.0	0.5	0.0	HN-D	0.5	0	False	0		0	0	0	0	0	0	False	1
(´°ω°`)	0	0	0	0	0	0	-1.0986122886681098	-1.0986122886681098	-27.631021115928547	-27.631021115928547	-1.0986122886681098	-27.631021115928547	0.333333	0.333333	0.0	0.0	0.333333	0.0	HP	0.333333	0	False	0		0	0	0	0	0	0	False	2
(´·_·`)	0	0	0	0	0	0	-27.631021115928547	-0.6931471805599453	-27.631021115928547	-27.631021115928547	-27.631021115928547	-0.6931471805599453	0.0	0.5	0.0	0.0	0.0	0.5	LP	0.5	0	True	3	HN-S	0	0	0	3	0	0	False	2
(´д`;)	0	0	0	0	0	0	-27.631021115928547	-27.631021115928547	-1.791759469228055	-0.1823215567939546	-27.631021115928547	-27.631021115928547	0.0	0.0	0.166667	0.833333	0.0	0.0	HN-S	0.833333	0	False	0		0	0	0	0	0	0	False	2
(´‿`)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	True	1	LP	0	1	0	0	0	0	True	1
(˘︶˘)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	1	LP	0	1	0	0	0	0	True	2
(҂‿_‿)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(ง・̀ᗜ・́)	0	0	0	0	0	0	-0.6931471805599453	-0.6931471805599453	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.5	0.5	0.0	0.0	0.0	0.0	HP	0.5	0	False	0		0	0	0	0	0	0	False	2
(≧ω≦)	0	0	0	0	0	0	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	1.0	0.0	0.0	0.0	0.0	0.0	HP	1.0	0	False	5	LP	1	2	1	0	0	1	False	2
(⊡-⊡)و	0	0	0	0	0	0	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	1.0	0.0	0.0	0.0	0.0	0.0	HP	1.0	0	False	0		0	0	0	0	0	0	False	2
(◎_◎;)	0	0	0	0	0	0	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	0.0	0.0	0.0	1.0	0.0	0.0	HN-S	1.0	0	True	1	HP	1	0	0	0	0	0	False	1
(◕‿◕｡)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	True	1	LP	0	1	0	0	0	0	True	1
(・	0	0	0	0	0	0	-27.631021115928547	-1.0986122886681098	-27.631021115928547	-27.631021115928547	-27.631021115928547	-0.40546510810816444	0.0	0.333333	0.0	0.0	0.0	0.666667	NB	0.666667	0	False	0		0	0	0	0	0	0	False	2
(・̀‿-)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(・̀ㅁ・́;)	0	0	0	0	0	0	-27.631021115928547	-0.40546510810816444	-1.791759469228055	-1.791759469228055	-27.631021115928547	-27.631021115928547	0.0	0.666667	0.166667	0.166667	0.0	0.0	LP	0.666667	0	False	0		0	0	0	0	0	0	False	2
(・́︵・̀)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	2
(・∀・;)	0	0	0	0	0	0	-27.631021115928547	-0.40546510810816444	-27.631021115928547	-27.631021115928547	-27.631021115928547	-1.0986122886681098	0.0	0.666667	0.0	0.0	0.0	0.333333	LP	0.666667	0	False	0		0	0	0	0	0	0	False	2
(・﹏・)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(｡´꒳`｡)	0	0	0	0	0	0	-0.6931471805599453	-0.6931471805599453	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.5	0.5	0.0	0.0	0.0	0.0	HP	0.5	0	False	0		0	0	0	0	0	0	False	1
(｡╹ω╹｡)	0	0	0	0	0	0	-0.6931471805599453	-0.6931471805599453	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.5	0.5	0.0	0.0	0.0	0.0	HP	0.5	0	False	0		0	0	0	0	0	0	False	1
(ﾉωﾉ)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(ﾟーﾟ)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	2
ʕっ・ᴥ・ʔ	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(-_-;)	0	0	0	0	0	0	-27.631021115928547	-27.631021115928547	-1.0986122886681098	-0.40546510810816444	-27.631021115928547	-27.631021115928547	0.0	0.0	0.333333	0.666667	0.0	0.0	HN-S	0.666667	0	False	0		0	0	0	0	0	0	False	2
(._.)	0	0	0	0	0	0	-27.631021115928547	-1.0986122886681098	-27.631021115928547	-27.631021115928547	-1.0986122886681098	-1.0986122886681098	0.0	0.333333	0.0	0.0	0.333333	0.333333	LP	0.333333	0	False	1	LN	0	0	0	0	1	0	False	2
(;¬_¬)	0	0	0	0	0	0	-27.631021115928547	-1.0986122886681098	-0.40546510810816444	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	0.333333	0.666667	0.0	0.0	0.0	HN-D	0.666667	0	False	0		0	0	0	0	0	0	False	2
(;ω;)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	47	LN	2	0	0	8	37	0	False	1
(;￣□￣)	0	0	0	0	0	0	-27.631021115928547	-27.631021115928547	-0.6931471805599453	-0.6931471805599453	-27.631021115928547	-27.631021115928547	0.0	0.0	0.5	0.5	0.0	0.0	HN-D	0.5	0	False	0		0	0	0	0	0	0	False	1
(=^‿^=)	0	0	0	0	0	0	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	1.0	0.0	0.0	0.0	0.0	0.0	HP	1.0	0	False	0		0	0	0	0	0	0	False	1
(>‿◕)	0	0	0	0	0	0	-0.6931471805599453	-0.6931471805599453	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.5	0.5	0.0	0.0	0.0	0.0	HP	0.5	0	False	0		0	0	0	0	0	0	False	1
(>‿◕✨)	0	0	0	0	0	0	-0.6931471805599453	-0.6931471805599453	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.5	0.5	0.0	0.0	0.0	0.0	HP	0.5	0	False	0		0	0	0	0	0	0	False	1
(>﹏<)	0	0	0	0	0	0	-27.631021115928547	-0.6931471805599453	-27.631021115928547	-0.6931471805599453	-27.631021115928547	-27.631021115928547	0.0	0.5	0.0	0.5	0.0	0.0	LP	0.5	0	True	29	HN-S	1	0	4	17	7	0	False	1
(`へ´)	0	0	0	0	0	0	-27.631021115928547	-0.6931471805599453	-0.6931471805599453	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	0.5	0.5	0.0	0.0	0.0	LP	0.5	0	False	0		0	0	0	0	0	0	False	1
(`・∀・´)	0	0	0	0	0	0	-0.6931471805599453	-0.6931471805599453	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.5	0.5	0.0	0.0	0.0	0.0	HP	0.5	0	False	0		0	0	0	0	0	0	False	1
(°_°)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(°◇°)	0	0	0	0	0	0	-0.6931471805599453	-0.6931471805599453	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.5	0.5	0.0	0.0	0.0	0.0	HP	0.5	0	False	7	NB	0	3	0	0	0	4	False	1
(°◇°;)	0	0	0	0	0	0	-27.631021115928547	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	0.0	1.0	0.0	0.0	0.0	HN-D	1.0	0	False	0		0	0	0	0	0	0	False	1
(°〇°)	0	0	0	0	0	0	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	1.0	0.0	0.0	0.0	0.0	0.0	HP	1.0	0	True	8	HP	8	0	0	0	0	0	True	1
(°ㅂ°)	0	0	0	0	0	0	-0.6931471805599453	-0.6931471805599453	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.5	0.5	0.0	0.0	0.0	0.0	HP	0.5	0	False	0		0	0	0	0	0	0	False	1
(°ㅂ°;)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(°﹏°)	0	0	0	0	0	0	-27.631021115928547	-27.631021115928547	-0.6931471805599453	-0.6931471805599453	-27.631021115928547	-27.631021115928547	0.0	0.0	0.5	0.5	0.0	0.0	HN-D	0.5	0	False	0		0	0	0	0	0	0	False	1
(´-_-`)	0	0	0	0	0	0	-0.6931471805599453	-0.6931471805599453	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.5	0.5	0.0	0.0	0.0	0.0	HP	0.5	0	True	4	LN	0	0	0	0	4	0	False	1
(´;_;`)	0	0	0	0	0	0	-27.631021115928547	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	0.0	1.0	0.0	0.0	0.0	HN-D	1.0	0	False	0		0	0	0	0	0	0	False	1
(´˘`∗)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(´︶`)	0	0	0	0	0	0	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	1.0	0.0	0.0	0.0	0.0	0.0	HP	1.0	0	True	2	HP	1	0	0	0	1	0	True	1
(˘▽˘)	0	0	0	0	0	0	-1.3862943611198906	-1.3862943611198906	-27.631021115928547	-0.6931471805599453	-27.631021115928547	-27.631021115928547	0.25	0.25	0.0	0.5	0.0	0.0	HN-S	0.5	0	False	23	HP	15	7	0	0	0	1	False	2
(˶◕‿◕˶)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(୧・̀‿-)	0	0	0	0	0	0	-0.6931471805599453	-0.6931471805599453	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.5	0.5	0.0	0.0	0.0	0.0	HP	0.5	0	False	0		0	0	0	0	0	0	False	1
(ฅ́˘ฅ̀)	0	0	0	0	0	0	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	1.0	0.0	0.0	0.0	0.0	0.0	HP	1.0	0	False	0		0	0	0	0	0	0	False	1
(ง・̀ω・́)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(‿͈ˬ‿͈)	0	0	0	0	0	0	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	1.0	0.0	0.0	0.0	0.0	0.0	HP	1.0	0	False	0		0	0	0	0	0	0	False	1
(⊙ヮ⊙)	0	0	0	0	0	0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	0.0	0.0	0.0	0.0	0.0	1.0	NB	1.0	0	False	0		0	0	0	0	0	0	False	1
(⌒‿⌒)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	True	18	NB	0	8	0	0	0	10	False	1
(─‿‿─)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(╹ェ╹)	0	0	0	0	0	0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	0.0	0.0	0.0	0.0	0.0	1.0	NB	1.0	0	False	0		0	0	0	0	0	0	False	2
(◕ω◕✿)	0	0	0	0	0	0	-0.6931471805599453	-0.6931471805599453	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.5	0.5	0.0	0.0	0.0	0.0	HP	0.5	0	False	0		0	0	0	0	0	0	False	1
(◕▿◕✿)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(◞‸◟ㆀ)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	2
(◣_◢)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	1	HN-S	0	0	0	1	0	0	False	1
(★‿★)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	3	HP	3	0	0	0	0	0	False	1
(☞ﾟヮﾟ)	0	0	0	0	0	0	-0.6931471805599453	-0.6931471805599453	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.5	0.5	0.0	0.0	0.0	0.0	HP	0.5	0	False	5	HN-S	0	1	0	2	1	1	False	2
(・_・ヾ	0	0	0	0	0	0	-27.631021115928547	-0.40546510810816444	-27.631021115928547	-27.631021115928547	-27.631021115928547	-1.0986122886681098	0.0	0.666667	0.0	0.0	0.0	0.333333	LP	0.666667	0	True	4	NB	0	0	0	1	0	3	False	2
(・̀_・́)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	2
(・̀ω・́	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(・̀‿・́;)	0	0	0	0	0	0	-27.631021115928547	-27.631021115928547	-0.6931471805599453	-0.6931471805599453	-27.631021115928547	-27.631021115928547	0.0	0.0	0.5	0.5	0.0	0.0	HN-D	0.5	0	False	0		0	0	0	0	0	0	False	1
(・̀⌄・́)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(・́‸・̀)	0	0	0	0	0	0	-27.631021115928547	-0.6931471805599453	-0.6931471805599453	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	0.5	0.5	0.0	0.0	0.0	LP	0.5	0	False	0		0	0	0	0	0	0	False	1
(・̅_・̅)	0	0	0	0	0	0	-27.631021115928547	-0.6931471805599453	-0.6931471805599453	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	0.5	0.5	0.0	0.0	0.0	LP	0.5	0	False	0		0	0	0	0	0	0	False	1
(・ω<)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(・ω・;)	0	0	0	0	0	0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	0.0	0.0	0.0	0.0	0.0	1.0	NB	1.0	0	False	1	HN-S	0	0	0	1	0	0	False	2
(・ω・´)	0	0	0	0	0	0	-27.631021115928547	-0.2876820724517809	-27.631021115928547	-27.631021115928547	-27.631021115928547	-1.3862943611198906	0.0	0.75	0.0	0.0	0.0	0.25	LP	0.75	0	False	0		0	0	0	0	0	0	False	2
(・‾‿‾・)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(・へ・)	0	0	0	0	0	0	-27.631021115928547	-27.631021115928547	-0.6931471805599453	-27.631021115928547	-0.6931471805599453	-27.631021115928547	0.0	0.0	0.5	0.0	0.5	0.0	HN-D	0.5	0	False	0		0	0	0	0	0	0	False	1
(・︵・)	0	0	0	0	0	0	-27.631021115928547	-27.631021115928547	-0.6931471805599453	-27.631021115928547	-0.6931471805599453	-27.631021115928547	0.0	0.0	0.5	0.0	0.5	0.0	HN-D	0.5	0	False	0		0	0	0	0	0	0	False	1
(・ｪ・)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(눈‸눈)	0	0	0	0	0	0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	0.0	0.0	0.0	0.0	0.0	1.0	NB	1.0	0	False	0		0	0	0	0	0	0	False	2
(﹒︠‿﹒︡)	0	0	0	0	0	0	-0.6931471805599453	-0.6931471805599453	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.5	0.5	0.0	0.0	0.0	0.0	HP	0.5	0	False	0		0	0	0	0	0	0	False	1
(＾	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	2
(ﾟｰﾟ)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	True	6	LN	0	0	0	2	3	1	False	2
ಠ_ಠ	0	0	0	0	0	0	-27.631021115928547	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	0.0	1.0	0.0	0.0	0.0	HN-D	1.0	0	False	0		0	0	0	0	0	0	False	1
✧*｡٩(ˊᗜˋ*)و✧*｡	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
((⊂(`ω´∩)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
((✿◕‿◕))	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(..)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(;´д`ｿ)	0	0	0	0	0	0	-27.631021115928547	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	0.0	1.0	0.0	0.0	0.0	HN-D	1.0	0	False	0		0	0	0	0	0	0	False	1
(;′⌒`)	0	0	0	0	0	0	-27.631021115928547	-0.6931471805599453	-0.6931471805599453	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	0.5	0.5	0.0	0.0	0.0	LP	0.5	0	False	25	HN-S	0	0	6	14	5	0	False	1
(;⌒_⌒)	0	0	0	0	0	0	-27.631021115928547	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	0.0	1.0	0.0	0.0	0.0	HN-D	1.0	0	False	0		0	0	0	0	0	0	False	1
(;へ:)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	1	HP	1	0	0	0	0	0	False	1
(;一_一)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	2	HN-S	0	0	0	1	1	0	False	1
(=^・ｪ・^=)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(=`ω´=)	0	0	0	0	0	0	-27.631021115928547	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	0.0	1.0	0.0	0.0	0.0	0.0	LP	1.0	0	False	0		0	0	0	0	0	0	False	1
(^	0	0	0	0	0	0	0.0	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	-27.631021115928547	1.0	0.0	0.0	0.0	0.0	0.0	HP	1.0	0	False	0		0	0	0	0	0	0	False	1
