first_word	ensemble_pred	ensemble_conf	n_encoders_voting	gt_modal	gt_total_emits	jsd_vs_gt	similarity	argmax_matches_gt_modal	total_emit_count	is_claude	ensemble_p_HP	ensemble_p_LP	ensemble_p_HN-D	ensemble_p_HN-S	ensemble_p_LN	ensemble_p_NB	gt_p_HP	gt_p_LP	gt_p_HN-D	gt_p_HN-S	gt_p_LN	gt_p_NB	gemma_pred	gemma_conf	gemma_intro_v7_primed_pred	gemma_intro_v7_primed_conf	opus_pred	opus_conf
(´∩ω∩`)	LN	0.6802	3		0				1	True	0.0285	0.2622	0.0004	0.0143	0.6802	0.0143							LN	0.999	LN	0.999	LP	0.786
(´□`)	HN-D	0.962	2		0				2	False	0.0	0.0	0.962	0.0059	0.0321	0.0							HN-D	0.932	HN-D	0.992		
(´▽`)	LP	0.7133	3	LP	64	0.0183	0.9737	True	64	True	0.0879	0.7133	0.0033	0.0029	0.0951	0.0975	0.0625	0.7187	0.0	0.0156	0.0313	0.1719	LP	0.771	LP	0.66	LP	0.709
(´▽`;)	LN	0.9082	2		0				1	False	0.0003	0.0225	0.0167	0.0293	0.9082	0.023							LN	0.951	LN	0.865		
(´▽`ʃ♡ƪ)	LP	0.993	2	LP	7	0.0516	0.9255	True	7	False	0.0028	0.993	0.0	0.0001	0.0031	0.0009	0.0	0.8571	0.0	0.0	0.0	0.1429	LP	0.992	LP	0.994		
(´▿`;)	LN	0.7385	2		0				1	False	0.0	0.2506	0.0023	0.0012	0.7385	0.0073							LN	0.727	LN	0.75		
(´◕ω◕`)	LN	0.5279	2		0				0	False	0.2799	0.012	0.0589	0.0249	0.5279	0.0965							LN	0.703	HP	0.455		
(´◕‸◕`;)	LN	0.5431	2		0				1	False	0.0	0.0	0.4377	0.0192	0.5431	0.0							LN	0.708	HN-D	0.6		
(´◕‿◕`;)	LN	0.7012	2		0				1	False	0.0094	0.0445	0.1694	0.0234	0.7012	0.0521							LN	0.802	LN	0.6		
(´ヘ`;)	LN	0.9576	2		0				0	False	0.0	0.0001	0.04	0.0011	0.9576	0.0012							LN	0.973	LN	0.943		
(´・_・`)	HN-D	0.4416	3	LN	36	0.241	0.6523	False	36	True	0.0049	0.0243	0.4416	0.0339	0.3859	0.1093	0.0	0.0	0.0	0.2778	0.6667	0.0556	HN-D	0.812	HN-D	0.476	LN	0.511
(´・̥̥̥ω・̥̥	LN	0.7433	3		0				1	True	0.0029	0.0145	0.1912	0.0337	0.7433	0.0145							LN	0.529	LN	0.901	LN	0.8
(´・̥̥̥ω・̥̥�	LN	0.6267	2		0				1	False	0.0	0.0	0.3664	0.0069	0.6267	0.0							HN-D	0.623	LN	0.884		
(´・̥ω・̥`)	LN	0.9094	3	HN-S	5	0.184	0.7346	False	5	True	0.0	0.0149	0.0108	0.056	0.9094	0.0089	0.0	0.0	0.2	0.4	0.4	0.0	LN	0.922	LN	0.985	LN	0.821
(´・ω・)	NB	0.9815	2		0				0	False	0.0	0.0045	0.0012	0.0001	0.0126	0.9815							NB	0.966	NB	0.997		
(´・ω・`)	LN	0.5234	3	NB	87	0.0715	0.8968	False	87	True	0.0047	0.0591	0.0449	0.0134	0.5234	0.3545	0.0	0.2184	0.0115	0.1264	0.3103	0.3333	LN	0.843	NB	0.631	LN	0.387
(´・‿・`)	NB	0.9779	2		0				1	False	0.0001	0.0042	0.0171	0.0004	0.0004	0.9779							NB	0.957	NB	0.999		
(´・・)	LN	0.9563	2		0				1	False	0.0	0.0013	0.0051	0.0006	0.9563	0.0368							LN	0.993	LN	0.92		
(´・︵・`)	HN-D	0.6011	3		0				1	True	0.0031	0.0153	0.6011	0.0178	0.3322	0.0306							HN-D	0.908	HN-D	0.868	LN	0.78
(´・︿・`)	HN-D	0.4632	3		0				1	True	0.0028	0.0138	0.4632	0.0305	0.4484	0.0414							HN-D	0.698	HN-D	0.651	LN	0.702
(´ー`)	LN	0.9532	2		0				0	False	0.0	0.0067	0.0158	0.0007	0.9532	0.0236							LN	0.989	LN	0.918		
(´艸`)	LN	0.5825	2	LN	24	0.1762	0.7458	True	24	False	0.0054	0.3389	0.0404	0.015	0.5825	0.0178	0.0	0.0833	0.3333	0.2083	0.375	0.0	LP	0.494	LN	0.73		
(´꒳`)	LP	0.587	2		0				0	False	0.0	0.587	0.0012	0.0001	0.3913	0.0204							LN	0.502	LP	0.692		
(´︶`)	LP	0.4186	3		0				2	True	0.027	0.4186	0.1155	0.0036	0.3068	0.1286							LN	0.634	LP	0.362	LP	0.766
(´｡_｡`)	LN	0.8721	3		0				2	True	0.0046	0.0476	0.0279	0.015	0.8721	0.0329							LN	0.911	LN	0.909	LN	0.796
(´｡・ω・｡`)	LP	0.8009	3	LP	7	0.1583	0.7716	True	7	True	0.0698	0.8009	0.0044	0.0212	0.0492	0.0545	0.0	0.4286	0.0	0.0	0.4286	0.1429	LP	0.918	LP	0.943	LP	0.541
(´｡・‿・｡`)	LP	0.6136	3	LP	36	0.2217	0.6801	True	36	True	0.3447	0.6136	0.0027	0.0027	0.0054	0.0309	0.0	0.6111	0.0	0.0	0.3056	0.0833	LP	0.53	LP	0.545	LP	0.766
(´｡・ﻌ・｡`)	HP	0.5577	2		0				1	False	0.5577	0.2876	0.0368	0.0106	0.0858	0.0216							HP	0.679	HP	0.436		
(´ｰ`)	HN-D	0.8338	2		0				0	False	0.0	0.0011	0.8338	0.0051	0.1497	0.0102							HN-D	0.782	HN-D	0.886		
(ò_ó)	HN-D	0.9499	2	HN-D	3	0.074	0.8933	True	3	False	0.0	0.0	0.9499	0.0472	0.0	0.0028	0.0	0.0	0.6667	0.3333	0.0	0.0	HN-D	0.928	HN-D	0.972		
(ò皿ó)	HN-D	0.9988	2		0				1	False	0.0001	0.0	0.9988	0.0011	0.0	0.0001							HN-D	0.999	HN-D	0.999		
(˃˂)	LN	0.5823	2		0				1	False	0.0014	0.0	0.261	0.1551	0.5823	0.0002							LN	0.714	LN	0.45		
(˃᷄⁺˂	HN-D	0.817	2		0				1	False	0.165	0.0	0.817	0.0126	0.0055	0.0							HN-D	0.652	HN-D	0.982		
(˃‿˂)	HP	0.9998	2		0				1	False	0.9998	0.0002	0.0	0.0	0.0	0.0							HP	1.0	HP	1.0		
(˃⌑˂)	HP	0.6031	2	LN	7	0.1719	0.7521	False	7	False	0.6031	0.0	0.3309	0.0529	0.013	0.0	0.2857	0.0	0.2857	0.0	0.4286	0.0	HP	0.871	HN-D	0.586		
(˃⌑˂ഈ)	HP	0.9908	2		0				1	False	0.9908	0.0	0.0052	0.0037	0.0003	0.0							HP	0.996	HP	0.985		
(˃▿˂)	HP	0.9999	2		0				1	False	0.9999	0.0001	0.0	0.0	0.0	0.0							HP	1.0	HP	1.0		
(ˆᴥˆ)	NB	0.9493	2		0				1	False	0.0077	0.0425	0.0	0.0	0.0004	0.9493							NB	0.97	NB	0.928		
(ˆ‿ˆ)	NB	0.8123	2		0				1	False	0.0004	0.1874	0.0	0.0	0.0	0.8123							NB	0.893	NB	0.732		
(ˆ‿ˆс)	NB	0.6911	2		0				1	False	0.0009	0.308	0.0	0.0	0.0	0.6911							NB	0.717	NB	0.665		
(ˆ‿ˆԅ)	LP	0.9522	2	HP	3	0.6626	0.0441	False	3	False	0.0111	0.9522	0.0	0.0	0.0	0.0367	1.0	0.0	0.0	0.0	0.0	0.0	LP	0.947	LP	0.958		
(ˆ⌒ˆ)	NB	0.7449	2		0				1	False	0.0113	0.2438	0.0	0.0	0.0	0.7449							NB	0.765	NB	0.725		
(ˊᗜˋ)	NB	0.6716	2		0				0	False	0.2582	0.07	0.0001	0.0001	0.0	0.6716							NB	0.909	HP	0.475		
(ˊᗜˋ*)و	HP	0.9952	2		0				0	False	0.9952	0.0011	0.0037	0.0	0.0	0.0							HP	0.993	HP	0.998		
(˘³˘)	LP	0.8958	3	LP	58	0.1537	0.7782	True	58	True	0.028	0.8958	0.0142	0.0057	0.0141	0.0421	0.0	0.4483	0.0862	0.0517	0.2241	0.1897	LP	0.994	LP	0.979	LP	0.714
(˘̩╭╭˘̩)	LN	0.9957	2		0				1	False	0.0	0.0004	0.0014	0.0021	0.9957	0.0005							LN	0.997	LN	0.994		
(˘̩╭╮˘̩)	LN	0.9475	2	LN	14	0.1423	0.7946	True	14	False	0.0	0.017	0.0038	0.007	0.9475	0.0247	0.2143	0.0	0.0	0.1429	0.6429	0.0	LN	0.97	LN	0.925		
(˘̩╭╯˘̩)	LN	0.9716	2		0				2	False	0.0	0.0146	0.0002	0.0043	0.9716	0.0093							LN	0.948	LN	0.995		
(˘ω˘)	LP	0.8805	3	LP	30	0.0119	0.9828	True	30	True	0.0129	0.8805	0.0026	0.0026	0.0129	0.0885	0.0	0.9333	0.0	0.0	0.0	0.0667	LP	0.983	LP	0.945	LP	0.713
(˘ڡ˘)	LP	0.8855	2	LP	12	0.0019	0.9973	True	12	False	0.0011	0.8855	0.0004	0.0	0.0003	0.1128	0.0	0.9167	0.0	0.0	0.0	0.0833	LP	0.988	LP	0.783		
(˘‿˘)	LP	0.92	2	LP	13	0.0285	0.9588	True	13	False	0.0003	0.92	0.0	0.0	0.0	0.0796	0.0	1.0	0.0	0.0	0.0	0.0	LP	0.953	LP	0.887		
(˘▽˘)	LP	0.9062	2	HP	23	0.2709	0.6091	False	23	False	0.0182	0.9062	0.0	0.0	0.0	0.0755	0.6522	0.3043	0.0	0.0	0.0	0.0435	LP	0.927	LP	0.886		
(˘・_・˘)	LP	0.4668	2		0				1	False	0.0011	0.4668	0.2361	0.2489	0.0428	0.0043							LP	0.725	HN-D	0.443		
(˘・ω・˘)	LP	0.8736	2		0				1	False	0.0011	0.8736	0.024	0.0289	0.0486	0.0239							LP	0.907	LP	0.84		
(˘︶˘)	LP	0.9993	2		0				1	False	0.0	0.9993	0.0	0.0	0.0	0.0007							LP	1.0	LP	0.999		
(˙▂˙)	HN-S	0.4458	2		0				1	False	0.0004	0.0	0.1358	0.4458	0.0797	0.3383							HN-S	0.695	NB	0.519		
(˙▿˙)	NB	0.9992	2	NB	3	0.0003	0.9996	True	3	False	0.0	0.0006	0.0	0.0001	0.0	0.9992	0.0	0.0	0.0	0.0	0.0	1.0	NB	0.999	NB	1.0		
(˙꒳˙)	NB	0.9989	2	NB	52	0.0004	0.9995	True	52	False	0.0	0.0	0.0	0.001	0.0	0.9989	0.0	0.0	0.0	0.0	0.0	1.0	NB	0.998	NB	1.0		
(˜︵˜;)	HN-D	0.7309	2		0				1	False	0.0	0.0003	0.7309	0.2603	0.0066	0.0019							HN-D	0.669	HN-D	0.793		
(˵・̀‿-˵)	HP	0.5756	2		0				0	False	0.5756	0.0007	0.419	0.0024	0.0	0.0023							HP	0.706	HN-D	0.553		
(˶˃‿˂˶)	LP	0.515	2		0				0	False	0.4752	0.515	0.0	0.0	0.0	0.0098							LP	0.729	HP	0.697		
(˶ˆᗜˆ˵)	NB	0.3456	2		0				0	False	0.3209	0.3335	0.0	0.0	0.0	0.3456							NB	0.431	HP	0.434		
(˶ˆ‿ˆ˵)	LP	0.6794	2		0				1	False	0.0247	0.6794	0.0	0.0	0.0	0.2959							LP	0.589	LP	0.769		
(˶ˆ☁ˆ˵)	LP	0.832	2	LP	4	0.0621	0.9104	True	4	False	0.0003	0.832	0.0	0.0001	0.0011	0.1664	0.0	1.0	0.0	0.0	0.0	0.0	LP	0.829	LP	0.835		
(˶ˆ꒳ˆ˵)	LP	0.9326	2		0				1	False	0.0018	0.9326	0.0	0.0	0.0	0.0655							LP	0.92	LP	0.946		
(˶ᵔ‿ᵔ˶)	LP	0.9978	2	LP	5	0.0008	0.9989	True	5	False	0.0	0.9978	0.0	0.0	0.0	0.0022	0.0	1.0	0.0	0.0	0.0	0.0	LP	0.997	LP	0.999		
(˶‾᷄⁻̫‾�	LP	0.9948	2		0				2	False	0.0	0.9948	0.0	0.0	0.0	0.0052							LP	0.995	LP	0.995		
(˶‾᷄ꇴ‾᷅	LP	0.8929	2		0				2	False	0.0009	0.8929	0.0002	0.0033	0.0001	0.1027							LP	0.932	LP	0.853		
(˶‿☁‿˶)	LP	0.9966	2		0				1	False	0.0	0.9966	0.0	0.0	0.0004	0.003							LP	0.996	LP	0.997		
(˶・̀ω・́˵)	HN-S	0.5557	2		0				1	False	0.1732	0.0001	0.2698	0.5557	0.0	0.0012							HN-S	0.687	HN-S	0.424		
(̄³̄)	HN-D	0.9654	2		0				1	False	0.0	0.0003	0.9654	0.034	0.0001	0.0002							HN-D	0.936	HN-D	0.994		
(̄▽̄)	NB	0.6221	2		0				0	False	0.2168	0.1083	0.0215	0.031	0.0002	0.6221							NB	0.629	NB	0.615		
(̑‿̑)	LP	0.6727	2		0				1	False	0.0009	0.6727	0.0	0.0001	0.0001	0.3263							LP	0.697	LP	0.649		
(̒‿̒)	LP	0.5636	2		0				1	False	0.0035	0.5636	0.0001	0.0	0.0006	0.4321							NB	0.577	LP	0.708		
(̛̠̠)	HN-S	0.8158	2		0				1	False	0.0034	0.0008	0.0326	0.8158	0.1331	0.0143							HN-S	0.893	HN-S	0.738		
(̥̯̥)	LN	0.9152	2		0				1	False	0.0176	0.0011	0.0074	0.0504	0.9152	0.0083							LN	0.843	LN	0.987		
(͡°͜ʖ͡°)	NB	0.4525	2		0				1	False	0.423	0.1224	0.002	0.0	0.0	0.4525							NB	0.591	HP	0.642		
(҂‿_‿)	HN-D	0.7657	2		0				0	False	0.0213	0.0149	0.7657	0.1223	0.0541	0.0218							HN-D	0.693	HN-D	0.838		
(ू・‿・ू)	LP	0.9817	2		0				1	False	0.003	0.9817	0.0002	0.0	0.0002	0.0148							LP	0.968	LP	0.996		
(ಠ_ಠ)	HN-D	0.9962	2	HN-D	5	0.0013	0.9981	True	5	False	0.0	0.0	0.9962	0.0038	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	HN-D	0.996	HN-D	0.996		
(ಠʖಠ)	HN-D	0.9967	2		0				2	False	0.0	0.0	0.9967	0.0033	0.0	0.0							HN-D	0.998	HN-D	0.995		
(ಠ‿ಠ)	HN-D	0.7427	2		0				0	False	0.1996	0.0022	0.7427	0.0044	0.0	0.0511							HN-D	0.735	HN-D	0.751		
(ಠ益ಠ)	HN-D	0.9988	2		0				0	False	0.0	0.0	0.9988	0.0012	0.0	0.0							HN-D	0.999	HN-D	0.999		
(ಥ﹏ಥ)	HN-D	0.572	2	LN	24	0.392	0.4345	False	24	False	0.0384	0.0	0.572	0.2865	0.1031	0.0	0.0	0.0417	0.0417	0.0417	0.8333	0.0417	HN-D	0.466	HN-D	0.678		
(ฅ́˘ฅ̀)	LP	0.8096	2		0				0	False	0.1746	0.8096	0.0003	0.0047	0.0073	0.0035							LP	0.838	LP	0.781		
(ง'̀-'́)	HN-D	0.998	2		0				0	False	0.0	0.0	0.998	0.0019	0.0	0.0001							HN-D	0.996	HN-D	1.0		
(งᵒ̌皿ᵒ̌)	HN-D	0.9813	2		0				0	False	0.0031	0.0	0.9813	0.0154	0.0	0.0002							HN-D	0.968	HN-D	0.995		
(งツ)	HN-D	0.9776	2		0				0	False	0.0038	0.0012	0.9776	0.0152	0.0	0.0022							HN-D	0.962	HN-D	0.993		
(ง・_・)	HN-S	0.5536	2		0				0	False	0.0001	0.0015	0.1306	0.5536	0.0002	0.3141							HN-S	0.81	NB	0.536		
(ง・̀_・́)	HN-D	0.6603	2		0				1	False	0.0	0.0	0.6603	0.3347	0.0	0.005							HN-S	0.542	HN-D	0.864		
(ง・̀ω・́)	HN-S	0.3364	2		0				0	False	0.1509	0.0012	0.308	0.3364	0.0	0.2035							HN-S	0.562	HN-D	0.4		
(ง・̀ᗜ・́)	HP	0.6126	2		0				0	False	0.6126	0.0012	0.1478	0.1913	0.0	0.0471							HP	0.401	HP	0.824		
(๑><๑)	HN-S	0.9951	2	LP	3	0.6914	0.0025	False	3	False	0.001	0.0004	0.0018	0.9951	0.0	0.0018	0.0	1.0	0.0	0.0	0.0	0.0	HN-S	0.998	HN-S	0.992		
(๑>‿<๑)	LP	0.4611	2	LP	5	0.2377	0.6571	True	5	False	0.4003	0.4611	0.0	0.0002	0.0	0.1383	0.0	1.0	0.0	0.0	0.0	0.0	LP	0.654	HP	0.723		
(๑´ڡ`๑)	LP	0.9454	2		0				2	False	0.0	0.9454	0.0	0.0	0.0	0.0545							LP	0.969	LP	0.922		
(๑˃‿˂)	HP	0.9802	2	HP	187	0.0405	0.9416	True	187	False	0.9802	0.0044	0.0	0.0	0.0	0.0154	0.8342	0.1016	0.0053	0.0053	0.0053	0.0481	HP	0.961	HP	1.0		
(๑・̀ㅁ・́๑)	HN-S	0.8277	2	LP	17	0.6011	0.1328	False	17	False	0.0	0.0	0.0214	0.8277	0.0	0.1508	0.0	0.7059	0.0	0.0	0.1765	0.1176	HN-S	0.959	HN-S	0.696		
(๑・̀ㅂ・́)	NB	0.996	2	LP	8	0.3776	0.4553	False	8	False	0.0018	0.0009	0.0001	0.0012	0.0	0.996	0.0	0.5	0.0	0.0	0.25	0.25	NB	0.993	NB	0.999		
(๑・́₃・̀๑)	HN-S	0.4943	2	LN	3	0.6647	0.041	False	3	False	0.0	0.0129	0.0011	0.4943	0.0002	0.4915	0.0	0.3333	0.0	0.0	0.6667	0.0	HN-S	0.834	NB	0.839		
(๑・﹏・)	NB	0.696	2		0				2	False	0.0	0.028	0.0001	0.1751	0.1008	0.696							NB	0.451	NB	0.941		
(ᐛ)	NB	0.4158	2		0				0	False	0.2624	0.0249	0.0919	0.2026	0.0024	0.4158							HP	0.453	NB	0.595		
(ᐢ・ᴥ・ᐢ)	HN-S	0.2933	2		0				1	False	0.1097	0.2286	0.1096	0.2933	0.0051	0.2536							HN-S	0.323	HN-S	0.264		
(ᗒᗨᗕ)	HP	0.9168	2		0				0	False	0.9168	0.0	0.041	0.0408	0.0011	0.0003							HP	0.857	HP	0.976		
(ᗜ)	HP	0.8526	2		0				1	False	0.8526	0.0089	0.0706	0.0406	0.0004	0.0269							HP	0.926	HP	0.779		
(ᗜ3)	HP	0.838	2		0				1	False	0.838	0.0279	0.0497	0.048	0.001	0.0354							HP	0.84	HP	0.836		
(ᗜ`)	HP	0.9165	2		0				1	False	0.9165	0.0131	0.041	0.0149	0.0004	0.0141							HP	0.946	HP	0.887		
(ᗜ㉨)	HN-S	0.4148	2		0				1	False	0.1689	0.0034	0.3878	0.4148	0.0071	0.0181							HN-S	0.561	HN-D	0.622		
(ᵏᵈ)	NB	0.8867	2		0				1	False	0.0461	0.0622	0.0003	0.0031	0.0016	0.8867							NB	0.813	NB	0.96		
(ᵐᴥᵐ)	NB	0.3561	2		0				1	False	0.2224	0.0953	0.1279	0.0059	0.1924	0.3561							NB	0.472	HP	0.316		
(ᵐᵒᵐ)	HP	0.4263	2		0				1	False	0.4263	0.0595	0.0645	0.1836	0.0939	0.1722							HP	0.422	HP	0.431		
(ᵒ̌ᴥᵒ̌)	HN-D	0.5494	2	LN	8	0.4243	0.3878	False	8	False	0.0949	0.0027	0.5494	0.1771	0.0013	0.1747	0.0	0.0	0.125	0.125	0.75	0.0	HN-D	0.383	HN-D	0.716		
(ᵒ̌ᵃᵒ̌)	HP	0.7095	2	HP	4	0.1877	0.7292	True	4	False	0.7095	0.0023	0.1281	0.1055	0.0003	0.0543	0.25	0.0	0.25	0.25	0.25	0.0	HP	0.725	HP	0.694		
(ᵒ̌ᵏᵒ̌)	HN-D	0.3347	2		0				1	False	0.2481	0.0012	0.3347	0.3274	0.0009	0.0877							HN-S	0.409	HN-D	0.448		
(ᵒ̌ᵐᵒ̌)	HP	0.4443	2	HN-S	4	0.0591	0.9147	False	4	False	0.4443	0.0063	0.2621	0.234	0.004	0.0493	0.25	0.0	0.25	0.5	0.0	0.0	HP	0.491	HP	0.398		
(ᵒ̌ᵐ㏑)	HN-D	0.3624	2		0				2	False	0.2417	0.0267	0.3624	0.2938	0.0115	0.0639							HN-S	0.38	HN-D	0.585		
(ᵒ̌ᵔᵒ̌)	HP	0.4526	2		0				1	False	0.4526	0.0075	0.1216	0.0234	0.0	0.3948							NB	0.594	HP	0.54		
(ᵒ̌ᵗᵒ̌)	HN-S	0.6189	2	HN-S	4	0.2637	0.6196	True	4	False	0.0268	0.0006	0.3006	0.6189	0.0002	0.0529	0.25	0.0	0.0	0.5	0.25	0.0	HN-S	0.773	HN-S	0.465		
(ᵔ̀-̀ᵔ)	HN-D	0.5949	2		0				1	False	0.0	0.0	0.5949	0.3777	0.0273	0.0							HN-S	0.743	HN-D	0.966		
(ᵔᴥᵔ)	NB	0.4531	2	HN-D	55	0.3971	0.4271	False	55	False	0.4438	0.1021	0.0004	0.0	0.0006	0.4531	0.1636	0.0545	0.3091	0.1818	0.2545	0.0364	NB	0.637	HP	0.631		
(ᵔᵔ)	HP	0.9655	2		0				1	False	0.9655	0.0037	0.0	0.0	0.0	0.0308							HP	0.937	HP	0.994		
(ᵔ‿ᵔ)	HP	0.5256	2	HN-D	5	0.4795	0.3082	False	5	False	0.5256	0.2579	0.0	0.0	0.0	0.2165	0.2	0.0	0.6	0.0	0.2	0.0	NB	0.41	HP	0.758		
(ᵔㅂᵔ)	HP	0.9372	2	HN-S	7	0.6634	0.0429	False	7	False	0.9372	0.0454	0.0009	0.0001	0.0002	0.0163	0.0	0.0	0.2857	0.5714	0.0	0.1429	HP	0.908	HP	0.966		
(ᵔㅅᵔ)	HP	0.881	2	HN-D	4	0.3552	0.4876	False	4	False	0.881	0.0145	0.0038	0.0051	0.0709	0.0247	0.25	0.25	0.5	0.0	0.0	0.0	HP	0.842	HP	0.92		
(ᵔㅜᵔ)	HP	0.9723	2		0				1	False	0.9723	0.0055	0.0058	0.0026	0.0116	0.0022							HP	0.963	HP	0.982		
(„‿‿‿„)	LP	0.9281	2		0				0	False	0.0286	0.9281	0.0	0.0	0.0	0.0433							LP	0.87	LP	0.986		
(„・֊・„)	HN-S	0.8166	2		0				0	False	0.0021	0.0022	0.1562	0.8166	0.0049	0.018							HN-S	0.87	HN-S	0.763		
(„・‿・„)	NB	0.6166	2		0				0	False	0.0199	0.1258	0.0143	0.2219	0.0015	0.6166							NB	0.662	NB	0.571		
(‿͈ˬ‿͈)	LP	0.9879	2		0				0	False	0.0096	0.9879	0.0	0.0	0.0	0.0025							LP	0.994	LP	0.982		
(‿‿)	NB	0.6188	2		0				1	False	0.0031	0.3781	0.0	0.0	0.0	0.6188							NB	0.702	NB	0.536		
(‿‿‿)	LP	0.6954	3	LP	33	0.1354	0.8047	True	33	True	0.0062	0.6954	0.0137	0.0273	0.1366	0.1208	0.0606	0.4848	0.0	0.0	0.0	0.4545	LP	0.969	LP	0.994	LN	0.41
(‿‿‿✿)	LP	0.7827	3	LP	5	0.082	0.8818	True	5	True	0.011	0.7827	0.0113	0.0227	0.102	0.0703	0.0	1.0	0.0	0.0	0.0	0.0	LP	0.991	LP	0.983	LP	0.374
(⁀˘ω˘⁀)	LP	0.465	2		0				1	False	0.0065	0.465	0.0064	0.002	0.1046	0.4155							LP	0.497	NB	0.458		
(⁀ᗜ⁀)	HP	0.6957	2	LN	19	0.3243	0.5321	False	19	False	0.6957	0.0801	0.0007	0.0019	0.0012	0.2204	0.2105	0.0526	0.1053	0.2632	0.3158	0.0526	HP	0.472	HP	0.919		
(⁀✰)	NB	0.7303	2		0				1	False	0.0987	0.0424	0.0153	0.0711	0.0423	0.7303							NB	0.708	NB	0.752		
(⁄	HN-S	0.4144	2	LP	14	0.417	0.3983	False	14	False	0.1868	0.0215	0.3112	0.4144	0.06	0.0061	0.2857	0.4286	0.0	0.0	0.1429	0.1429	HN-S	0.545	HN-D	0.451		
(⁄⁂⁄)	HN-S	0.6899	2		0				1	False	0.1289	0.0105	0.1079	0.6899	0.0623	0.0005							HN-S	0.8	HN-S	0.58		
(⁄⁄・⁄ω⁄・⁄)	LN	0.9995	2		0				1	False	0.0	0.0	0.0002	0.0003	0.9995	0.0							LN	1.0	LN	0.999		
(⁄⁄・⁄ω⁄・⁄⁄)	LN	0.9986	2		0				0	False	0.0001	0.0	0.0004	0.0009	0.9986	0.0							LN	0.999	LN	0.999		
(⁎˃ᆺ˂)	HN-D	0.6913	2		0				2	False	0.2351	0.0208	0.6913	0.0129	0.0062	0.0338							HN-D	0.523	HN-D	0.86		
(⁎˃‿˂⁎)	HP	0.7257	2	LP	3	0.4255	0.3861	False	3	False	0.7257	0.197	0.0001	0.0	0.0	0.0771	0.0	1.0	0.0	0.0	0.0	0.0	HP	0.491	HP	0.961		
(⁎‿‿‿⁎)	LP	0.8969	2	LP	6	0.0371	0.9464	True	6	False	0.0	0.8969	0.0002	0.0	0.0642	0.0386	0.0	1.0	0.0	0.0	0.0	0.0	LP	0.959	LP	0.835		
(≖‿≖)	NB	0.9369	2		0				1	False	0.0002	0.0628	0.0001	0.0	0.0	0.9369							NB	0.917	NB	0.957		
(≧^O^≦)	HP	0.9004	2		0				1	False	0.9004	0.0	0.0995	0.0	0.0	0.0							HP	0.822	HP	0.979		
(≧ω≦)	HP	0.9967	2	LP	5	0.413	0.4041	False	5	False	0.9967	0.0017	0.0	0.0	0.0	0.0015	0.2	0.4	0.2	0.0	0.0	0.2	HP	0.994	HP	1.0		
(≧‿≦)	HP	0.8322	3	HP	108	0.1506	0.7827	True	108	True	0.8322	0.151	0.002	0.002	0.002	0.0107	0.3611	0.3056	0.1019	0.0926	0.0185	0.1204	HP	0.976	HP	0.999	HP	0.521
(≧∇≦)	HP	0.8897	3	HP	6	0.0113	0.9837	True	6	True	0.8897	0.0939	0.0023	0.0047	0.0023	0.007	0.8333	0.1667	0.0	0.0	0.0	0.0	HP	1.0	HP	1.0	HP	0.669
(≧▽≦)	HP	0.8713	3	HP	76	0.0915	0.868	True	76	True	0.8713	0.116	0.0021	0.0021	0.0021	0.0063	0.6053	0.1053	0.0263	0.0132	0.0658	0.1842	HP	1.0	HP	1.0	HP	0.614
(≧▽≦*)o	HP	0.9952	2		0				1	False	0.9952	0.0001	0.0044	0.0003	0.0	0.0							HP	0.995	HP	0.995		
(≧︿≦)	HN-D	0.9993	2		0				1	False	0.0	0.0	0.9993	0.0007	0.0	0.0							HN-D	0.999	HN-D	1.0		
(⊃｡・́‿・̀｡)	HP	0.8859	2		0				2	False	0.8859	0.0151	0.0319	0.0032	0.0634	0.0006							HP	0.873	HP	0.899		
(⊙^▽^⊙)	HP	0.5501	2		0				1	False	0.5501	0.0016	0.0	0.0006	0.0	0.4477							NB	0.74	HP	0.843		
(⊙_⊙)	HN-S	0.939	2	HN-S	199	0.0569	0.9179	True	199	False	0.0	0.0	0.0578	0.939	0.0	0.0032	0.0	0.0	0.1508	0.7186	0.0	0.1307	HN-S	0.96	HN-S	0.918		
(⊙_⊙;)	HN-S	0.9913	2	HN-S	13	0.1783	0.7427	True	13	False	0.0	0.0	0.0087	0.9913	0.0	0.0	0.1538	0.0769	0.2308	0.5385	0.0	0.0	HN-S	0.993	HN-S	0.989		
(⊙_◎)	HN-S	0.5553	2	HN-S	3	0.2721	0.6075	True	3	False	0.0	0.0	0.3622	0.5553	0.0	0.0825	0.0	0.0	0.0	0.6667	0.3333	0.0	HN-S	0.69	HN-D	0.47		
(⊙_☉;)	HN-S	0.868	2	HN-S	5	0.1157	0.8331	True	5	False	0.0	0.0	0.1319	0.868	0.0	0.0	0.0	0.0	0.0	0.8	0.2	0.0	HN-S	0.871	HN-S	0.865		
(⊙o⊙)	HP	0.8918	2		0				1	False	0.8918	0.0	0.0022	0.1007	0.0	0.0053							HP	0.873	HP	0.91		
(⊙´ ω `⊙)	HN-S	0.971	2		0				1	False	0.0016	0.0	0.0003	0.971	0.0269	0.0003							HN-S	0.98	HN-S	0.962		
